Index,4ES_1,4ES_2,4ES_3,4ES_4,4PF_1,4PF_2,4PF_3,4PF_4
5594,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5595,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5596,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5597,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5598,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5599,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5600,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5601,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2529.406,2529.406
5602,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5603,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798
5604,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406
5605,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5606,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5607,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5608,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798
5609,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798
5610,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5611,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5612,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406
5613,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5614,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5615,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5616,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5617,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5618,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5619,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5620,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5621,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5622,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798
5623,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5624,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2529.406
5625,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5626,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5627,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406
5628,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5629,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5630,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5631,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5632,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2529.406
5633,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5634,2509.798,2529.406,2529.406,2529.406,2529.406,2549.014,2529.406,2509.798
5635,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5636,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5637,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5638,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5639,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798
5640,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5641,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5642,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5643,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5644,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5645,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5646,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5647,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5648,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5649,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406,2509.798,2509.798
5650,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5651,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5652,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5653,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5654,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5655,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5656,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5657,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5658,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5659,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5660,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5661,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5662,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5663,2509.798,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5664,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798
5665,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5666,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5667,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5668,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5669,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5670,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5671,2509.798,2509.798,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798
5672,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5673,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5674,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5675,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5676,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5677,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5678,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5679,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798
5680,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5681,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5682,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5683,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5684,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5685,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5686,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5687,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5688,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5689,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5690,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5691,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5692,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5693,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798
5694,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5695,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5696,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798
5697,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5698,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5699,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2509.798
5700,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5701,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5702,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5703,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5704,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5705,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5706,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5707,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5708,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5709,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5710,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5711,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5712,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5713,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2509.798
5714,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5715,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5716,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5717,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5718,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5719,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5720,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406
5721,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2529.406
5722,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5723,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5724,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5725,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5726,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5727,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5728,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5729,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406
5730,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5731,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5732,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5733,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5734,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5735,2529.406,2529.406,2549.014,2529.406,2529.406,2509.798,2509.798,2509.798
5736,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5737,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5738,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406
5739,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5740,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5741,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5742,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5743,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5744,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5745,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5746,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5747,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5748,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5749,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5750,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5751,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5752,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5753,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5754,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798
5755,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406
5756,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5757,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5758,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5759,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5760,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5761,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5762,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5763,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5764,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5765,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5766,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5767,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5768,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5769,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798
5770,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5771,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5772,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5773,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5774,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5775,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5776,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798
5777,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5778,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5779,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5780,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5781,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5782,2490.19,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5783,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5784,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406
5785,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5786,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5787,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5788,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5789,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5790,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5791,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5792,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5793,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5794,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5795,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5796,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5797,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5798,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5799,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5800,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5801,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798
5802,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5803,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5804,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5805,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5806,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5807,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5808,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5809,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2509.798
5810,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5811,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5812,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5813,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5814,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5815,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5816,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2529.406,2529.406
5817,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5818,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5819,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5820,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5821,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5822,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5823,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5824,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5825,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5826,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5827,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5828,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5829,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406
5830,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5831,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5832,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5833,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5834,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5835,2529.406,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5836,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5837,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5838,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5839,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5840,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5841,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5842,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406
5843,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5844,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5845,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798
5846,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5847,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5848,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406
5849,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5850,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5851,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2490.19,2509.798
5852,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5853,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5854,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5855,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5856,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5857,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5858,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406
5859,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5860,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5861,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406
5862,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5863,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5864,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406
5865,2529.406,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406
5866,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798
5867,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798
5868,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5869,2509.798,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2529.406
5870,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5871,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5872,2509.798,2529.406,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5873,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406
5874,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406,2509.798,2509.798
5875,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5876,2509.798,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798
5877,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5878,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5879,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406
5880,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5881,2509.798,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5882,2509.798,2509.798,2529.406,2509.798,2490.19,2509.798,2509.798,2509.798
5883,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5884,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5885,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5886,2509.798,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406
5887,2509.798,2509.798,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5888,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5889,2509.798,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5890,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5891,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798
5892,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406,2509.798,2509.798
5893,2509.798,2529.406,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798
5894,2509.798,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798,2529.406
5895,2509.798,2509.798,2509.798,2509.798,2509.798,2509.798,2509.798,2529.406
5896,2509.798,2529.406,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798
5897,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406
5898,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2509.798,2509.798
5899,2509.798,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798
5900,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5901,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5902,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798,2509.798,2529.406
5903,2509.798,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5904,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406,2529.406
5905,2529.406,2529.406,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406
5906,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5907,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5908,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5909,2509.798,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5910,2529.406,2509.798,2509.798,2529.406,2509.798,2529.406,2529.406,2529.406
5911,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2509.798,2509.798
5912,2509.798,2509.798,2529.406,2529.406,2529.406,2529.406,2529.406,2529.406
5913,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406,2509.798,2509.798
5914,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
5915,2509.798,2529.406,2529.406,2509.798,2509.798,2509.798,2509.798,2529.406
5916,2529.406,2509.798,2529.406,2529.406,2509.798,2529.406,2509.798,2509.798
5917,2509.798,2529.406,2529.406,2529.406,2509.798,2529.406,2509.798,2529.406
