Index,Time,4ES_1,Time,4ES_2,Time,4ES_3,Time,4ES_4,Time,4PF_1,Time,4PF_2,Time,4PF_3,Time,4PF_4
1291,163.367,2176.466,163.367,2882.346,163.367,2156.858,163.367,2882.346,163.367,2882.346,163.367,2176.466,163.367,2862.739,163.367,2156.858
1292,163.385,2176.466,163.385,2882.346,163.385,2156.858,163.385,2882.346,163.385,2882.346,163.385,2156.858,163.385,2882.346,163.385,2176.466
1293,163.404,2156.858,163.404,2882.346,163.404,2156.858,163.404,2882.346,163.404,2882.346,163.404,2176.466,163.404,2862.739,163.404,2156.858
1294,163.422,2156.858,163.422,2882.346,163.422,2156.858,163.422,2882.346,163.422,2862.739,163.422,2176.466,163.422,2862.739,163.422,2156.858
1295,163.44,2156.858,163.44,2882.346,163.44,2156.858,163.44,2882.346,163.44,2882.346,163.44,2176.466,163.44,2862.739,163.44,2156.858
1296,163.459,2156.858,163.459,2882.346,163.459,2156.858,163.459,2882.346,163.459,2882.346,163.459,2176.466,163.459,2862.739,163.459,2156.858
1297,163.477,2156.858,163.477,2882.346,163.477,2156.858,163.477,2882.346,163.477,2882.346,163.477,2176.466,163.477,2862.739,163.477,2156.858
1298,163.496,2137.25,163.496,2882.346,163.496,2176.466,163.496,2882.346,163.496,2882.346,163.496,2156.858,163.496,2862.739,163.496,2156.858
1299,163.514,2156.858,163.514,2882.346,163.514,2156.858,163.514,2882.346,163.514,2862.739,163.514,2176.466,163.514,2862.739,163.514,2156.858
1300,163.533,2156.858,163.533,2882.346,163.533,2156.858,163.533,2882.346,163.533,2882.346,163.533,2176.466,163.533,2862.739,163.533,2156.858
1301,163.551,2156.858,163.551,2882.346,163.551,2176.466,163.551,2882.346,163.551,2882.346,163.551,2156.858,163.551,2862.739,163.551,2156.858
1302,163.569,2156.858,163.569,2882.346,163.569,2156.858,163.569,2882.346,163.569,2862.739,163.569,2176.466,163.569,2862.739,163.569,2156.858
1303,163.588,2078.427,163.588,3098.032,163.588,1882.349,163.588,3196.071,163.588,2882.346,163.588,2156.858,163.588,2862.739,163.588,2156.858
1304,163.606,1803.918,163.606,3235.287,163.606,1803.918,163.606,3235.287,163.606,2901.954,163.606,2137.25,163.606,2901.954,163.606,2117.642
1305,163.625,1803.918,163.625,3235.287,163.625,1803.918,163.625,3235.287,163.625,2941.17,163.625,2098.035,163.625,2960.778,163.625,2078.427
1306,163.643,1803.918,163.643,3235.287,163.643,1803.918,163.643,3235.287,163.643,3019.601,163.643,2039.211,163.643,3019.601,163.643,1999.996
1307,163.662,1803.918,163.662,3235.287,163.662,1803.918,163.662,3235.287,163.662,3098.032,163.662,1960.78,163.662,3117.64,163.662,1921.564
1308,163.68,1803.918,163.68,3235.287,163.68,1803.918,163.68,3235.287,163.68,3176.464,163.68,1882.349,163.68,3176.464,163.68,1862.741
1309,163.698,1803.918,163.698,3235.287,163.698,1803.918,163.698,3235.287,163.698,3235.287,163.698,1843.133,163.698,3215.679,163.698,1823.525
1310,163.717,1803.918,163.717,3235.287,163.717,1803.918,163.717,3235.287,163.717,3254.895,163.717,1803.918,163.717,3235.287,163.717,1803.918
1311,163.735,1803.918,163.735,3235.287,163.735,1803.918,163.735,3235.287,163.735,3235.287,163.735,1803.918,163.735,3215.679,163.735,1803.918
1312,163.754,1784.31,163.754,3235.287,163.754,1803.918,163.754,3235.287,163.754,3235.287,163.754,1823.525,163.754,3235.287,163.754,1803.918
1313,163.772,1803.918,163.772,3235.287,163.772,1803.918,163.772,3235.287,163.772,3235.287,163.772,1823.525,163.772,3215.679,163.772,1803.918
1314,163.791,1803.918,163.791,3235.287,163.791,1803.918,163.791,3235.287,163.791,3235.287,163.791,1823.525,163.791,3235.287,163.791,1803.918
1315,163.809,1784.31,163.809,3235.287,163.809,1803.918,163.809,3235.287,163.809,3235.287,163.809,1823.525,163.809,3215.679,163.809,1803.918
1316,163.828,1784.31,163.828,3254.895,163.828,1803.918,163.828,3235.287,163.828,3235.287,163.828,1803.918,163.828,3215.679,163.828,1803.918
1317,163.846,1784.31,163.846,3235.287,163.846,1803.918,163.846,3235.287,163.846,3235.287,163.846,1823.525,163.846,3215.679,163.846,1803.918
1318,163.864,1784.31,163.864,3235.287,163.864,1803.918,163.864,3235.287,163.864,3235.287,163.864,1803.918,163.864,3215.679,163.864,1823.525
1319,163.883,1784.31,163.883,3235.287,163.883,1803.918,163.883,3235.287,163.883,3235.287,163.883,1803.918,163.883,3235.287,163.883,1803.918
1320,163.901,1803.918,163.901,3235.287,163.901,1803.918,163.901,3235.287,163.901,3235.287,163.901,1803.918,163.901,3215.679,163.901,1803.918
1321,163.92,1803.918,163.92,3235.287,163.92,1803.918,163.92,3235.287,163.92,3254.895,163.92,1803.918,163.92,3215.679,163.92,1803.918
1322,163.938,1784.31,163.938,3254.895,163.938,1803.918,163.938,3235.287,163.938,3235.287,163.938,1803.918,163.938,3235.287,163.938,1803.918
1323,163.957,1784.31,163.957,3235.287,163.957,1803.918,163.957,3235.287,163.957,3215.679,163.957,1803.918,163.957,3215.679,163.957,1803.918
1324,163.975,1803.918,163.975,3235.287,163.975,1803.918,163.975,3235.287,163.975,3235.287,163.975,1823.525,163.975,3215.679,163.975,1803.918
1325,163.993,1803.918,163.993,3235.287,163.993,1803.918,163.993,3235.287,163.993,3235.287,163.993,1803.918,163.993,3235.287,163.993,1803.918
1326,164.012,1784.31,164.012,3235.287,164.012,1803.918,164.012,3254.895,164.012,3235.287,164.012,1823.525,164.012,3215.679,164.012,1803.918
1327,164.03,1803.918,164.03,3235.287,164.03,1803.918,164.03,3235.287,164.03,3235.287,164.03,1803.918,164.03,3215.679,164.03,1803.918
1328,164.049,1803.918,164.049,3235.287,164.049,1803.918,164.049,3235.287,164.049,3235.287,164.049,1803.918,164.049,3215.679,164.049,1803.918
1329,164.067,1784.31,164.067,3235.287,164.067,1803.918,164.067,3254.895,164.067,3235.287,164.067,1803.918,164.067,3215.679,164.067,1803.918
1330,164.086,1784.31,164.086,3235.287,164.086,1803.918,164.086,3235.287,164.086,3235.287,164.086,1823.525,164.086,3215.679,164.086,1803.918
1331,164.104,1784.31,164.104,3235.287,164.104,1803.918,164.104,3235.287,164.104,3235.287,164.104,1823.525,164.104,3235.287,164.104,1803.918
1332,164.122,1803.918,164.122,3235.287,164.122,1803.918,164.122,3235.287,164.122,3235.287,164.122,1803.918,164.122,3215.679,164.122,1803.918
1333,164.141,1784.31,164.141,3235.287,164.141,1803.918,164.141,3235.287,164.141,3235.287,164.141,1803.918,164.141,3215.679,164.141,1803.918
1334,164.159,1803.918,164.159,3235.287,164.159,1803.918,164.159,3235.287,164.159,3235.287,164.159,1803.918,164.159,3215.679,164.159,1803.918
1335,164.178,1803.918,164.178,3235.287,164.178,1803.918,164.178,3235.287,164.178,3235.287,164.178,1803.918,164.178,3215.679,164.178,1803.918
1336,164.196,1803.918,164.196,3235.287,164.196,1803.918,164.196,3235.287,164.196,3235.287,164.196,1803.918,164.196,3215.679,164.196,1803.918
1337,164.215,1803.918,164.215,3235.287,164.215,1803.918,164.215,3235.287,164.215,3235.287,164.215,1823.525,164.215,3235.287,164.215,1803.918
1338,164.233,1803.918,164.233,3235.287,164.233,1803.918,164.233,3235.287,164.233,3235.287,164.233,1803.918,164.233,3235.287,164.233,1823.525
1339,164.251,1803.918,164.251,3235.287,164.251,1803.918,164.251,3235.287,164.251,3235.287,164.251,1803.918,164.251,3215.679,164.251,1803.918
1340,164.27,1803.918,164.27,3235.287,164.27,1803.918,164.27,3235.287,164.27,3235.287,164.27,1803.918,164.27,3215.679,164.27,1803.918
1341,164.288,1784.31,164.288,3235.287,164.288,1784.31,164.288,3235.287,164.288,3235.287,164.288,1823.525,164.288,3235.287,164.288,1803.918
1342,164.307,1803.918,164.307,3235.287,164.307,1803.918,164.307,3235.287,164.307,3235.287,164.307,1823.525,164.307,3215.679,164.307,1803.918
1343,164.325,1803.918,164.325,3235.287,164.325,1803.918,164.325,3235.287,164.325,3235.287,164.325,1803.918,164.325,3215.679,164.325,1803.918
1344,164.344,1803.918,164.344,3235.287,164.344,1803.918,164.344,3235.287,164.344,3235.287,164.344,1803.918,164.344,3235.287,164.344,1803.918
1345,164.362,1784.31,164.362,3235.287,164.362,1803.918,164.362,3235.287,164.362,3235.287,164.362,1823.525,164.362,3215.679,164.362,1803.918
1346,164.38,1784.31,164.38,3254.895,164.38,1803.918,164.38,3235.287,164.38,3235.287,164.38,1823.525,164.38,3215.679,164.38,1803.918
1347,164.399,1803.918,164.399,3235.287,164.399,1803.918,164.399,3235.287,164.399,3235.287,164.399,1803.918,164.399,3235.287,164.399,1803.918
1348,164.417,1784.31,164.417,3235.287,164.417,1803.918,164.417,3235.287,164.417,3235.287,164.417,1803.918,164.417,3235.287,164.417,1803.918
1349,164.436,1784.31,164.436,3235.287,164.436,1803.918,164.436,3235.287,164.436,3235.287,164.436,1803.918,164.436,3215.679,164.436,1803.918
1350,164.454,1803.918,164.454,3254.895,164.454,1803.918,164.454,3235.287,164.454,3235.287,164.454,1803.918,164.454,3215.679,164.454,1803.918
1351,164.473,1803.918,164.473,3235.287,164.473,1803.918,164.473,3235.287,164.473,3235.287,164.473,1803.918,164.473,3235.287,164.473,1803.918
1352,164.491,1803.918,164.491,3254.895,164.491,1803.918,164.491,3235.287,164.491,3235.287,164.491,1803.918,164.491,3235.287,164.491,1803.918
1353,164.509,1803.918,164.509,3235.287,164.509,1784.31,164.509,3235.287,164.509,3235.287,164.509,1803.918,164.509,3235.287,164.509,1803.918
1354,164.528,1803.918,164.528,3235.287,164.528,1803.918,164.528,3235.287,164.528,3235.287,164.528,1803.918,164.528,3215.679,164.528,1803.918
1355,164.546,1803.918,164.546,3235.287,164.546,1803.918,164.546,3235.287,164.546,3235.287,164.546,1803.918,164.546,3235.287,164.546,1803.918
1356,164.565,1803.918,164.565,3235.287,164.565,1784.31,164.565,3235.287,164.565,3235.287,164.565,1823.525,164.565,3235.287,164.565,1803.918
1357,164.583,1784.31,164.583,3235.287,164.583,1803.918,164.583,3235.287,164.583,3235.287,164.583,1803.918,164.583,3215.679,164.583,1803.918
1358,164.602,1803.918,164.602,3392.149,164.602,1549.016,164.602,3529.404,164.602,3235.287,164.602,1803.918,164.602,3235.287,164.602,1803.918
1359,164.62,1431.369,164.62,3588.227,164.62,1450.977,164.62,3607.835,164.62,3254.895,164.62,1784.31,164.62,3254.895,164.62,1764.702
1360,164.639,1431.369,164.639,3607.835,164.639,1450.977,164.639,3607.835,164.639,3313.718,164.639,1745.094,164.639,3294.11,164.639,1725.486
1361,164.657,1431.369,164.657,3607.835,164.657,1450.977,164.657,3588.227,164.657,3372.542,164.657,1686.271,164.657,3372.542,164.657,1666.663
1362,164.675,1431.369,164.675,3607.835,164.675,1450.977,164.675,3588.227,164.675,3450.973,164.675,1607.84,164.675,3450.973,164.675,1588.232
1363,164.694,1431.369,164.694,3607.835,164.694,1431.369,164.694,3588.227,164.694,3529.404,164.694,1509.801,164.694,3529.404,164.694,1509.801
1364,164.712,1431.369,164.712,3607.835,164.712,1450.977,164.712,3588.227,164.712,3588.227,164.712,1470.585,164.712,3588.227,164.712,1470.585
1365,164.731,1431.369,164.731,3607.835,164.731,1450.977,164.731,3588.227,164.731,3607.835,164.731,1450.977,164.731,3588.227,164.731,1450.977
1366,164.749,1450.977,164.749,3607.835,164.749,1450.977,164.749,3588.227,164.749,3588.227,164.749,1450.977,164.749,3588.227,164.749,1450.977
1367,164.768,1431.369,164.768,3607.835,164.768,1450.977,164.768,3588.227,164.768,3588.227,164.768,1450.977,164.768,3568.62,164.768,1450.977
1368,164.786,1431.369,164.786,3607.835,164.786,1450.977,164.786,3588.227,164.786,3588.227,164.786,1450.977,164.786,3568.62,164.786,1450.977
1369,164.804,1431.369,164.804,3607.835,164.804,1450.977,164.804,3607.835,164.804,3588.227,164.804,1450.977,164.804,3588.227,164.804,1450.977
1370,164.823,1431.369,164.823,3607.835,164.823,1431.369,164.823,3607.835,164.823,3607.835,164.823,1450.977,164.823,3588.227,164.823,1450.977
1371,164.841,1431.369,164.841,3588.227,164.841,1431.369,164.841,3588.227,164.841,3607.835,164.841,1450.977,164.841,3588.227,164.841,1450.977
1372,164.86,1431.369,164.86,3607.835,164.86,1431.369,164.86,3607.835,164.86,3588.227,164.86,1450.977,164.86,3588.227,164.86,1450.977
1373,164.878,1431.369,164.878,3607.835,164.878,1431.369,164.878,3588.227,164.878,3607.835,164.878,1450.977,164.878,3568.62,164.878,1450.977
1374,164.897,1431.369,164.897,3607.835,164.897,1431.369,164.897,3588.227,164.897,3607.835,164.897,1450.977,164.897,3588.227,164.897,1450.977
1375,164.915,1431.369,164.915,3607.835,164.915,1450.977,164.915,3588.227,164.915,3607.835,164.915,1450.977,164.915,3588.227,164.915,1450.977
1376,164.933,1431.369,164.933,3607.835,164.933,1450.977,164.933,3607.835,164.933,3588.227,164.933,1450.977,164.933,3588.227,164.933,1450.977
1377,164.952,1431.369,164.952,3607.835,164.952,1450.977,164.952,3607.835,164.952,3607.835,164.952,1450.977,164.952,3588.227,164.952,1450.977
1378,164.97,1431.369,164.97,3607.835,164.97,1450.977,164.97,3607.835,164.97,3607.835,164.97,1450.977,164.97,3588.227,164.97,1450.977
1379,164.989,1431.369,164.989,3607.835,164.989,1431.369,164.989,3607.835,164.989,3588.227,164.989,1450.977,164.989,3588.227,164.989,1450.977
1380,165.007,1431.369,165.007,3607.835,165.007,1450.977,165.007,3607.835,165.007,3607.835,165.007,1450.977,165.007,3588.227,165.007,1450.977
1381,165.026,1431.369,165.026,3607.835,165.026,1450.977,165.026,3588.227,165.026,3588.227,165.026,1450.977,165.026,3588.227,165.026,1450.977
1382,165.044,1431.369,165.044,3607.835,165.044,1450.977,165.044,3588.227,165.044,3588.227,165.044,1450.977,165.044,3588.227,165.044,1450.977
1383,165.062,1431.369,165.062,3607.835,165.062,1450.977,165.062,3588.227,165.062,3588.227,165.062,1450.977,165.062,3588.227,165.062,1450.977
1384,165.081,1431.369,165.081,3607.835,165.081,1431.369,165.081,3607.835,165.081,3588.227,165.081,1450.977,165.081,3588.227,165.081,1450.977
1385,165.099,1431.369,165.099,3588.227,165.099,1431.369,165.099,3588.227,165.099,3588.227,165.099,1450.977,165.099,3588.227,165.099,1450.977
1386,165.118,1431.369,165.118,3607.835,165.118,1450.977,165.118,3588.227,165.118,3588.227,165.118,1450.977,165.118,3588.227,165.118,1450.977
1387,165.136,1431.369,165.136,3588.227,165.136,1431.369,165.136,3588.227,165.136,3588.227,165.136,1450.977,165.136,3588.227,165.136,1450.977
1388,165.155,1431.369,165.155,3588.227,165.155,1431.369,165.155,3607.835,165.155,3588.227,165.155,1450.977,165.155,3588.227,165.155,1450.977
1389,165.173,1431.369,165.173,3588.227,165.173,1450.977,165.173,3588.227,165.173,3588.227,165.173,1450.977,165.173,3588.227,165.173,1450.977
1390,165.191,1431.369,165.191,3588.227,165.191,1431.369,165.191,3607.835,165.191,3588.227,165.191,1450.977,165.191,3588.227,165.191,1450.977
1391,165.21,1431.369,165.21,3607.835,165.21,1450.977,165.21,3607.835,165.21,3607.835,165.21,1450.977,165.21,3588.227,165.21,1450.977
1392,165.228,1431.369,165.228,3588.227,165.228,1450.977,165.228,3607.835,165.228,3607.835,165.228,1450.977,165.228,3568.62,165.228,1450.977
1393,165.247,1431.369,165.247,3607.835,165.247,1450.977,165.247,3588.227,165.247,3607.835,165.247,1450.977,165.247,3588.227,165.247,1450.977
1394,165.265,1431.369,165.265,3607.835,165.265,1450.977,165.265,3607.835,165.265,3588.227,165.265,1450.977,165.265,3588.227,165.265,1450.977
1395,165.284,1431.369,165.284,3607.835,165.284,1431.369,165.284,3607.835,165.284,3588.227,165.284,1450.977,165.284,3568.62,165.284,1450.977
1396,165.302,1431.369,165.302,3607.835,165.302,1450.977,165.302,3588.227,165.302,3588.227,165.302,1450.977,165.302,3588.227,165.302,1450.977
1397,165.321,1431.369,165.321,3607.835,165.321,1431.369,165.321,3607.835,165.321,3588.227,165.321,1450.977,165.321,3588.227,165.321,1450.977
1398,165.339,1431.369,165.339,3607.835,165.339,1450.977,165.339,3607.835,165.339,3588.227,165.339,1450.977,165.339,3588.227,165.339,1450.977
1399,165.357,1431.369,165.357,3607.835,165.357,1450.977,165.357,3607.835,165.357,3607.835,165.357,1450.977,165.357,3588.227,165.357,1450.977
1400,165.376,1431.369,165.376,3607.835,165.376,1450.977,165.376,3588.227,165.376,3588.227,165.376,1450.977,165.376,3588.227,165.376,1450.977
1401,165.394,1431.369,165.394,3607.835,165.394,1450.977,165.394,3588.227,165.394,3588.227,165.394,1450.977,165.394,3588.227,165.394,1450.977
1402,165.413,1431.369,165.413,3607.835,165.413,1431.369,165.413,3588.227,165.413,3588.227,165.413,1450.977,165.413,3588.227,165.413,1450.977
1403,165.431,1431.369,165.431,3607.835,165.431,1431.369,165.431,3607.835,165.431,3588.227,165.431,1450.977,165.431,3588.227,165.431,1450.977
1404,165.45,1431.369,165.45,3607.835,165.45,1431.369,165.45,3588.227,165.45,3588.227,165.45,1450.977,165.45,3588.227,165.45,1450.977
1405,165.468,1431.369,165.468,3607.835,165.468,1450.977,165.468,3588.227,165.468,3588.227,165.468,1450.977,165.468,3588.227,165.468,1450.977
1406,165.486,1431.369,165.486,3607.835,165.486,1431.369,165.486,3588.227,165.486,3588.227,165.486,1450.977,165.486,3588.227,165.486,1450.977
1407,165.505,1431.369,165.505,3588.227,165.505,1431.369,165.505,3607.835,165.505,3588.227,165.505,1450.977,165.505,3588.227,165.505,1450.977
1408,165.523,1431.369,165.523,3607.835,165.523,1431.369,165.523,3588.227,165.523,3588.227,165.523,1450.977,165.523,3588.227,165.523,1450.977
1409,165.542,1431.369,165.542,3588.227,165.542,1450.977,165.542,3607.835,165.542,3588.227,165.542,1450.977,165.542,3588.227,165.542,1450.977
1410,165.56,1431.369,165.56,3588.227,165.56,1450.977,165.56,3588.227,165.56,3607.835,165.56,1450.977,165.56,3588.227,165.56,1450.977
1411,165.579,1431.369,165.579,3607.835,165.579,1450.977,165.579,3588.227,165.579,3588.227,165.579,1450.977,165.579,3588.227,165.579,1450.977
1412,165.597,1431.369,165.597,3588.227,165.597,1392.154,165.597,3803.913,165.597,3607.835,165.597,1450.977,165.597,3588.227,165.597,1450.977
1413,165.615,1098.037,165.615,3941.168,165.615,1098.037,165.615,3960.775,165.615,3607.835,165.615,1431.369,165.615,3607.835,165.615,1411.762
1414,165.634,1078.429,165.634,3960.775,165.634,1098.037,165.634,3960.775,165.634,3647.051,165.634,1411.762,165.634,3647.051,165.634,1372.546
1415,165.652,1078.429,165.652,3960.775,165.652,1078.429,165.652,3960.775,165.652,3705.874,165.652,1352.938,165.652,3686.266,165.652,1313.723
1416,165.671,1078.429,165.671,3960.775,165.671,1078.429,165.671,3960.775,165.671,3784.305,165.671,1274.507,165.671,3764.698,165.671,1254.899
1417,165.689,1078.429,165.689,3960.775,165.689,1078.429,165.689,3960.775,165.689,3862.737,165.689,1196.076,165.689,3843.129,165.689,1176.468
1418,165.708,1078.429,165.708,3960.775,165.708,1078.429,165.708,3960.775,165.708,3921.56,165.708,1137.252,165.708,3901.952,165.708,1117.645
1419,165.726,1078.429,165.726,3960.775,165.726,1078.429,165.726,3960.775,165.726,3960.775,165.726,1098.037,165.726,3941.168,165.726,1098.037
1420,165.744,1078.429,165.744,3960.775,165.744,1078.429,165.744,3960.775,165.744,3960.775,165.744,1098.037,165.744,3941.168,165.744,1098.037
1421,165.763,1078.429,165.763,3960.775,165.763,1078.429,165.763,3960.775,165.763,3941.168,165.763,1098.037,165.763,3941.168,165.763,1098.037
1422,165.781,1058.821,165.781,3960.775,165.781,1078.429,165.781,3960.775,165.781,3941.168,165.781,1098.037,165.781,3921.56,165.781,1098.037
1423,165.8,1078.429,165.8,3960.775,165.8,1078.429,165.8,3960.775,165.8,3941.168,165.8,1098.037,165.8,3941.168,165.8,1098.037
1424,165.818,1078.429,165.818,3960.775,165.818,1098.037,165.818,3960.775,165.818,3960.775,165.818,1098.037,165.818,3941.168,165.818,1098.037
1425,165.837,1078.429,165.837,3980.383,165.837,1078.429,165.837,3941.168,165.837,3960.775,165.837,1098.037,165.837,3941.168,165.837,1078.429
1426,165.855,1078.429,165.855,3960.775,165.855,1078.429,165.855,3960.775,165.855,3960.775,165.855,1098.037,165.855,3941.168,165.855,1098.037
1427,165.873,1098.037,165.873,3960.775,165.873,1098.037,165.873,3941.168,165.873,3960.775,165.873,1098.037,165.873,3941.168,165.873,1078.429
1428,165.892,1078.429,165.892,3960.775,165.892,1078.429,165.892,3960.775,165.892,3960.775,165.892,1098.037,165.892,3941.168,165.892,1078.429
1429,165.91,1078.429,165.91,3960.775,165.91,1078.429,165.91,3960.775,165.91,3960.775,165.91,1098.037,165.91,3941.168,165.91,1098.037
1430,165.929,1078.429,165.929,3960.775,165.929,1078.429,165.929,3960.775,165.929,3960.775,165.929,1098.037,165.929,3941.168,165.929,1078.429
1431,165.947,1078.429,165.947,3960.775,165.947,1098.037,165.947,3960.775,165.947,3960.775,165.947,1098.037,165.947,3941.168,165.947,1078.429
1432,165.966,1058.821,165.966,3960.775,165.966,1098.037,165.966,3960.775,165.966,3960.775,165.966,1098.037,165.966,3941.168,165.966,1098.037
1433,165.984,1078.429,165.984,3960.775,165.984,1078.429,165.984,3960.775,165.984,3960.775,165.984,1098.037,165.984,3941.168,165.984,1098.037
1434,166.002,1078.429,166.002,3960.775,166.002,1078.429,166.002,3960.775,166.002,3960.775,166.002,1078.429,166.002,3941.168,166.002,1098.037
1435,166.021,1078.429,166.021,3980.383,166.021,1078.429,166.021,3960.775,166.021,3941.168,166.021,1098.037,166.021,3941.168,166.021,1098.037
1436,166.039,1078.429,166.039,3960.775,166.039,1078.429,166.039,3960.775,166.039,3960.775,166.039,1098.037,166.039,3941.168,166.039,1098.037
1437,166.058,1078.429,166.058,3960.775,166.058,1078.429,166.058,3960.775,166.058,3960.775,166.058,1098.037,166.058,3941.168,166.058,1098.037
1438,166.076,1078.429,166.076,3960.775,166.076,1078.429,166.076,3960.775,166.076,3960.775,166.076,1078.429,166.076,3941.168,166.076,1098.037
1439,166.095,1078.429,166.095,3960.775,166.095,1078.429,166.095,3960.775,166.095,3960.775,166.095,1098.037,166.095,3941.168,166.095,1098.037
1440,166.113,1078.429,166.113,3960.775,166.113,1078.429,166.113,3960.775,166.113,3960.775,166.113,1098.037,166.113,3941.168,166.113,1098.037
1441,166.132,1078.429,166.132,3960.775,166.132,1078.429,166.132,3960.775,166.132,3960.775,166.132,1098.037,166.132,3960.775,166.132,1098.037
1442,166.15,1078.429,166.15,3960.775,166.15,1078.429,166.15,3960.775,166.15,3960.775,166.15,1098.037,166.15,3941.168,166.15,1098.037
1443,166.168,1078.429,166.168,3960.775,166.168,1078.429,166.168,3960.775,166.168,3941.168,166.168,1098.037,166.168,3941.168,166.168,1098.037
1444,166.187,1058.821,166.187,3960.775,166.187,1078.429,166.187,3960.775,166.187,3960.775,166.187,1098.037,166.187,3941.168,166.187,1098.037
1445,166.205,1078.429,166.205,3960.775,166.205,1078.429,166.205,3960.775,166.205,3960.775,166.205,1098.037,166.205,3941.168,166.205,1098.037
1446,166.224,1058.821,166.224,3960.775,166.224,1078.429,166.224,3960.775,166.224,3960.775,166.224,1098.037,166.224,3960.775,166.224,1078.429
1447,166.242,1078.429,166.242,3960.775,166.242,1078.429,166.242,3960.775,166.242,3960.775,166.242,1098.037,166.242,3941.168,166.242,1078.429
1448,166.261,1078.429,166.261,3960.775,166.261,1078.429,166.261,3960.775,166.261,3960.775,166.261,1098.037,166.261,3941.168,166.261,1098.037
1449,166.279,1058.821,166.279,3960.775,166.279,1098.037,166.279,3960.775,166.279,3941.168,166.279,1098.037,166.279,3941.168,166.279,1098.037
1450,166.297,1058.821,166.297,3960.775,166.297,1078.429,166.297,3960.775,166.297,3960.775,166.297,1098.037,166.297,3941.168,166.297,1078.429
1451,166.316,1078.429,166.316,3960.775,166.316,1078.429,166.316,3960.775,166.316,3960.775,166.316,1098.037,166.316,3941.168,166.316,1098.037
1452,166.334,1058.821,166.334,3960.775,166.334,1078.429,166.334,3960.775,166.334,3960.775,166.334,1078.429,166.334,3941.168,166.334,1098.037
1453,166.353,1078.429,166.353,3960.775,166.353,1078.429,166.353,3960.775,166.353,3941.168,166.353,1098.037,166.353,3941.168,166.353,1098.037
1454,166.371,1078.429,166.371,3960.775,166.371,1078.429,166.371,3960.775,166.371,3960.775,166.371,1098.037,166.371,3941.168,166.371,1078.429
1455,166.39,1078.429,166.39,3960.775,166.39,1078.429,166.39,3960.775,166.39,3960.775,166.39,1098.037,166.39,3941.168,166.39,1098.037
1456,166.408,1078.429,166.408,3960.775,166.408,1078.429,166.408,3960.775,166.408,3960.775,166.408,1098.037,166.408,3941.168,166.408,1098.037
1457,166.426,1078.429,166.426,3960.775,166.426,1078.429,166.426,3960.775,166.426,3960.775,166.426,1098.037,166.426,3941.168,166.426,1098.037
1458,166.445,1078.429,166.445,3960.775,166.445,1098.037,166.445,3960.775,166.445,3960.775,166.445,1098.037,166.445,3941.168,166.445,1098.037
1459,166.463,1078.429,166.463,3960.775,166.463,1078.429,166.463,3960.775,166.463,3941.168,166.463,1098.037,166.463,3941.168,166.463,1078.429
1460,166.482,1078.429,166.482,3960.775,166.482,1078.429,166.482,3960.775,166.482,3941.168,166.482,1098.037,166.482,3941.168,166.482,1098.037
1461,166.5,1078.429,166.5,3960.775,166.5,1058.821,166.5,3960.775,166.5,3960.775,166.5,1098.037,166.5,3941.168,166.5,1098.037
1462,166.519,1078.429,166.519,3960.775,166.519,1078.429,166.519,3960.775,166.519,3960.775,166.519,1078.429,166.519,3941.168,166.519,1098.037
1463,166.537,1078.429,166.537,3960.775,166.537,1078.429,166.537,3960.775,166.537,3960.775,166.537,1098.037,166.537,3941.168,166.537,1098.037
1464,166.555,1078.429,166.555,3960.775,166.555,1078.429,166.555,3960.775,166.555,3960.775,166.555,1098.037,166.555,3941.168,166.555,1098.037
1465,166.574,1078.429,166.574,3960.775,166.574,1078.429,166.574,3960.775,166.574,3960.775,166.574,1098.037,166.574,3941.168,166.574,1098.037
1466,166.592,1078.429,166.592,3960.775,166.592,1078.429,166.592,3941.168,166.592,3960.775,166.592,1098.037,166.592,3941.168,166.592,1078.429
1467,166.611,784.312,166.611,4294.108,166.611,745.096,166.611,4313.716,166.611,3960.775,166.611,1098.037,166.611,3960.775,166.611,1078.429
1468,166.629,725.489,166.629,4313.716,166.629,725.489,166.629,4313.716,166.629,3999.991,166.629,1058.821,166.629,3999.991,166.629,1039.213
1469,166.648,705.881,166.648,4313.716,166.648,725.489,166.648,4313.716,166.648,4039.207,166.648,999.998,166.648,4039.207,166.648,980.39
1470,166.666,705.881,166.666,4333.324,166.666,725.489,166.666,4313.716,166.666,4117.638,166.666,941.174,166.666,4117.638,166.666,921.567
1471,166.684,705.881,166.684,4313.716,166.684,725.489,166.684,4333.324,166.684,4196.069,166.684,862.743,166.684,4176.461,166.684,823.528
1472,166.703,705.881,166.703,4313.716,166.703,725.489,166.703,4313.716,166.703,4254.893,166.703,784.312,166.703,4254.893,166.703,784.312
1473,166.721,705.881,166.721,4313.716,166.721,725.489,166.721,4313.716,166.721,4313.716,166.721,745.096,166.721,4294.108,166.721,745.096
1474,166.74,705.881,166.74,4333.324,166.74,725.489,166.74,4313.716,166.74,4313.716,166.74,745.096,166.74,4294.108,166.74,725.489
1475,166.758,705.881,166.758,4313.716,166.758,745.096,166.758,4313.716,166.758,4313.716,166.758,725.489,166.758,4294.108,166.758,725.489
1476,166.777,686.273,166.777,4333.324,166.777,725.489,166.777,4313.716,166.777,4313.716,166.777,745.096,166.777,4294.108,166.777,745.096
