Index,Time,4ES_1,4PF_1
5260,96.952,2509.798,2509.798
5261,96.971,2509.798,2529.406
5262,96.989,2509.798,2509.798
5263,97.008,2509.798,2529.406
5264,97.026,2509.798,2509.798
5265,97.044,2509.798,2509.798
5266,97.063,2509.798,2509.798
5267,97.081,2529.406,2529.406
5268,97.1,2509.798,2549.014
5269,97.118,2509.798,2529.406
5270,97.137,2509.798,2509.798
5271,97.155,2509.798,2509.798
5272,97.174,2509.798,2509.798
5273,97.192,2509.798,2509.798
5274,97.21,2529.406,2509.798
5275,97.229,2509.798,2529.406
5276,97.247,2509.798,2509.798
5277,97.266,2509.798,2509.798
5278,97.284,2509.798,2529.406
5279,97.303,2509.798,2509.798
5280,97.321,2509.798,2509.798
5281,97.339,2509.798,2509.798
5282,97.358,2529.406,2509.798
5283,97.376,2509.798,2529.406
5284,97.395,2509.798,2529.406
5285,97.413,2529.406,2509.798
5286,97.432,2509.798,2529.406
5287,97.45,2509.798,2509.798
5288,97.468,2509.798,2509.798
5289,97.487,2509.798,2529.406
5290,97.505,2509.798,2509.798
5291,97.524,2529.406,2509.798
5292,97.542,2509.798,2509.798
5293,97.561,2509.798,2529.406
5294,97.579,2509.798,2509.798
5295,97.597,2509.798,2509.798
5296,97.616,2509.798,2529.406
5297,97.634,2529.406,2509.798
5298,97.653,2529.406,2509.798
5299,97.671,2509.798,2509.798
5300,97.69,2529.406,2509.798
5301,97.708,2509.798,2529.406
5302,97.726,2529.406,2529.406
5303,97.745,2509.798,2509.798
5304,97.763,2529.406,2529.406
5305,97.782,2509.798,2509.798
5306,97.8,2529.406,2509.798
5307,97.819,2529.406,2529.406
5308,97.837,2509.798,2529.406
5309,97.855,2509.798,2509.798
5310,97.874,2509.798,2529.406
5311,97.892,2509.798,2529.406
5312,97.911,2509.798,2509.798
5313,97.929,2509.798,2529.406
5314,97.948,2509.798,2509.798
5315,97.966,2509.798,2509.798
5316,97.985,2509.798,2529.406
5317,98.003,2509.798,2529.406
5318,98.021,2509.798,2509.798
5319,98.04,2509.798,2509.798
5320,98.058,2509.798,2509.798
5321,98.077,2509.798,2509.798
5322,98.095,2509.798,2529.406
5323,98.114,2509.798,2509.798
5324,98.132,2529.406,2509.798
5325,98.15,2509.798,2529.406
5326,98.169,2509.798,2529.406
5327,98.187,2509.798,2529.406
5328,98.206,2509.798,2509.798
5329,98.224,2509.798,2509.798
5330,98.243,2529.406,2509.798
5331,98.261,2509.798,2509.798
5332,98.279,2509.798,2529.406
5333,98.298,2529.406,2509.798
5334,98.316,2509.798,2509.798
5335,98.335,2509.798,2509.798
5336,98.353,2509.798,2509.798
5337,98.372,2509.798,2509.798
5338,98.39,2509.798,2509.798
5339,98.408,2529.406,2509.798
5340,98.427,2509.798,2509.798
5341,98.445,2509.798,2529.406
5342,98.464,2529.406,2529.406
5343,98.482,2509.798,2529.406
5344,98.501,2509.798,2509.798
5345,98.519,2529.406,2509.798
5346,98.537,2509.798,2529.406
5347,98.556,2529.406,2529.406
5348,98.574,2529.406,2509.798
5349,98.593,2509.798,2529.406
5350,98.611,2509.798,2529.406
5351,98.63,2509.798,2509.798
5352,98.648,2509.798,2509.798
5353,98.667,2509.798,2529.406
5354,98.685,2509.798,2509.798
5355,98.703,2529.406,2509.798
5356,98.722,2529.406,2529.406
5357,98.74,2509.798,2529.406
5358,98.759,2529.406,2529.406
5359,98.777,2509.798,2529.406
5360,98.796,2509.798,2509.798
5361,98.814,2509.798,2509.798
5362,98.832,2509.798,2529.406
5363,98.851,2509.798,2509.798
5364,98.869,2509.798,2509.798
5365,98.888,2529.406,2509.798
5366,98.906,2509.798,2509.798
5367,98.925,2509.798,2509.798
5368,98.943,2509.798,2509.798
5369,98.961,2529.406,2509.798
5370,98.98,2509.798,2509.798
5371,98.998,2509.798,2509.798
5372,99.017,2509.798,2529.406
5373,99.035,2529.406,2509.798
5374,99.054,2509.798,2509.798
5375,99.072,2509.798,2509.798
5376,99.09,2509.798,2509.798
5377,99.109,2529.406,2509.798
5378,99.127,2529.406,2509.798
5379,99.146,2529.406,2509.798
5380,99.164,2529.406,2509.798
5381,99.183,2509.798,2509.798
5382,99.201,2509.798,2509.798
5383,99.219,2509.798,2509.798
5384,99.238,2509.798,2529.406
5385,99.256,2509.798,2509.798
5386,99.275,2509.798,2509.798
5387,99.293,2509.798,2509.798
5388,99.312,2509.798,2509.798
5389,99.33,2509.798,2509.798
5390,99.348,2529.406,2529.406
5391,99.367,2509.798,2509.798
5392,99.385,2529.406,2509.798
5393,99.404,2509.798,2509.798
5394,99.422,2509.798,2509.798
5395,99.441,2509.798,2529.406
5396,99.459,2509.798,2529.406
5397,99.478,2509.798,2509.798
5398,99.496,2509.798,2529.406
5399,99.514,2509.798,2529.406
5400,99.533,2509.798,2509.798
5401,99.551,2509.798,2509.798
5402,99.57,2509.798,2509.798
5403,99.588,2509.798,2509.798
5404,99.607,2529.406,2509.798
5405,99.625,2509.798,2509.798
5406,99.643,2509.798,2509.798
5407,99.662,2529.406,2529.406
5408,99.68,2509.798,2529.406
5409,99.699,2509.798,2509.798
5410,99.717,2509.798,2529.406
5411,99.736,2509.798,2529.406
5412,99.754,2509.798,2509.798
5413,99.772,2509.798,2509.798
5414,99.791,2529.406,2509.798
5415,99.809,2509.798,2509.798
5416,99.828,2509.798,2529.406
5417,99.846,2509.798,2509.798
5418,99.865,2509.798,2529.406
5419,99.883,2509.798,2509.798
5420,99.901,2529.406,2529.406
5421,99.92,2529.406,2529.406
5422,99.938,2529.406,2509.798
5423,99.957,2509.798,2509.798
5424,99.975,2509.798,2529.406
5425,99.994,2509.798,2509.798
5426,100.012,2509.798,2509.798
5427,100.03,2509.798,2509.798
5428,100.049,2509.798,2529.406
5429,100.067,2509.798,2509.798
5430,100.086,2529.406,2529.406
5431,100.104,2509.798,2529.406
5432,100.123,2529.406,2509.798
5433,100.141,2529.406,2509.798
5434,100.159,2529.406,2509.798
5435,100.178,2509.798,2509.798
5436,100.196,2509.798,2509.798
5437,100.215,2509.798,2529.406
5438,100.233,2509.798,2529.406
5439,100.252,2509.798,2509.798
5440,100.27,2509.798,2529.406
5441,100.289,2529.406,2509.798
5442,100.307,2509.798,2509.798
5443,100.325,2509.798,2529.406
5444,100.344,2509.798,2509.798
5445,100.362,2529.406,2509.798
5446,100.381,2509.798,2509.798
5447,100.399,2529.406,2529.406
5448,100.418,2509.798,2529.406
5449,100.436,2509.798,2509.798
5450,100.454,2509.798,2529.406
5451,100.473,2509.798,2509.798
5452,100.491,2509.798,2509.798
5453,100.51,2509.798,2509.798
5454,100.528,2509.798,2529.406
5455,100.547,2509.798,2529.406
5456,100.565,2529.406,2509.798
5457,100.583,2509.798,2529.406
5458,100.602,2529.406,2529.406
5459,100.62,2509.798,2529.406
5460,100.639,2509.798,2509.798
5461,100.657,2509.798,2509.798
5462,100.676,2509.798,2509.798
5463,100.694,2509.798,2509.798
5464,100.712,2509.798,2509.798
5465,100.731,2509.798,2529.406
5466,100.749,2529.406,2509.798
5467,100.768,2509.798,2509.798
5468,100.786,2509.798,2509.798
5469,100.805,2529.406,2529.406
5470,100.823,2509.798,2509.798
5471,100.841,2509.798,2529.406
5472,100.86,2509.798,2509.798
5473,100.878,2509.798,2529.406
5474,100.897,2509.798,2509.798
5475,100.915,2509.798,2509.798
5476,100.934,2509.798,2529.406
5477,100.952,2509.798,2509.798
5478,100.97,2529.406,2509.798
5479,100.989,2509.798,2509.798
5480,101.007,2509.798,2509.798
5481,101.026,2509.798,2509.798
5482,101.044,2509.798,2509.798
5483,101.063,2509.798,2509.798
5484,101.081,2509.798,2529.406
5485,101.1,2509.798,2529.406
5486,101.118,2509.798,2509.798
5487,101.136,2509.798,2529.406
5488,101.155,2509.798,2529.406
5489,101.173,2509.798,2509.798
5490,101.192,2529.406,2509.798
5491,101.21,2509.798,2509.798
5492,101.229,2509.798,2509.798
5493,101.247,2509.798,2529.406
5494,101.265,2509.798,2509.798
5495,101.284,2509.798,2509.798
5496,101.302,2509.798,2529.406
5497,101.321,2509.798,2529.406
5498,101.339,2509.798,2509.798
5499,101.358,2509.798,2529.406
5500,101.376,2509.798,2509.798
5501,101.394,2529.406,2509.798
5502,101.413,2509.798,2529.406
5503,101.431,2509.798,2529.406
5504,101.45,2529.406,2509.798
5505,101.468,2509.798,2509.798
5506,101.487,2509.798,2509.798
5507,101.505,2509.798,2509.798
5508,101.523,2509.798,2509.798
5509,101.542,2509.798,2509.798
5510,101.56,2529.406,2509.798
5511,101.579,2509.798,2509.798
5512,101.597,2529.406,2509.798
5513,101.616,2529.406,2529.406
5514,101.634,2509.798,2509.798
5515,101.652,2509.798,2509.798
5516,101.671,2509.798,2529.406
5517,101.689,2529.406,2529.406
5518,101.708,2509.798,2509.798
5519,101.726,2509.798,2529.406
5520,101.745,2509.798,2509.798
5521,101.763,2509.798,2529.406
5522,101.782,2509.798,2509.798
5523,101.8,2509.798,2529.406
5524,101.818,2509.798,2509.798
5525,101.837,2509.798,2529.406
5526,101.855,2509.798,2509.798
5527,101.874,2509.798,2509.798
5528,101.892,2509.798,2529.406
5529,101.911,2529.406,2529.406
5530,101.929,2509.798,2509.798
5531,101.947,2509.798,2529.406
5532,101.966,2509.798,2509.798
5533,101.984,2509.798,2509.798
5534,102.003,2509.798,2529.406
5535,102.021,2509.798,2529.406
5536,102.04,2529.406,2509.798
5537,102.058,2509.798,2529.406
5538,102.076,2509.798,2529.406
5539,102.095,2529.406,2529.406
5540,102.113,2509.798,2509.798
5541,102.132,2509.798,2529.406
5542,102.15,2509.798,2529.406
5543,102.169,2509.798,2509.798
5544,102.187,2509.798,2509.798
5545,102.205,2509.798,2529.406
5546,102.224,2509.798,2509.798
5547,102.242,2509.798,2509.798
5548,102.261,2529.406,2509.798
5549,102.279,2529.406,2509.798
5550,102.298,2509.798,2529.406
5551,102.316,2509.798,2509.798
5552,102.334,2509.798,2529.406
5553,102.353,2509.798,2529.406
5554,102.371,2509.798,2529.406
5555,102.39,2509.798,2509.798
5556,102.408,2509.798,2529.406
5557,102.427,2509.798,2509.798
5558,102.445,2529.406,2509.798
5559,102.463,2509.798,2509.798
5560,102.482,2509.798,2529.406
5561,102.5,2529.406,2509.798
5562,102.519,2509.798,2529.406
5563,102.537,2509.798,2509.798
5564,102.556,2509.798,2509.798
5565,102.574,2509.798,2529.406
5566,102.593,2509.798,2509.798
5567,102.611,2509.798,2509.798
5568,102.629,2509.798,2509.798
5569,102.648,2509.798,2529.406
5570,102.666,2509.798,2509.798
5571,102.685,2509.798,2509.798
5572,102.703,2509.798,2509.798
5573,102.722,2509.798,2509.798
5574,102.74,2509.798,2529.406
5575,102.758,2529.406,2509.798
5576,102.777,2529.406,2529.406
5577,102.795,2509.798,2529.406
5578,102.814,2529.406,2529.406
5579,102.832,2509.798,2529.406
5580,102.851,2509.798,2529.406
5581,102.869,2509.798,2509.798
5582,102.887,2509.798,2509.798
5583,102.906,2509.798,2529.406
5584,102.924,2529.406,2509.798
5585,102.943,2509.798,2529.406
5586,102.961,2509.798,2509.798
5587,102.98,2529.406,2509.798
5588,102.998,2529.406,2529.406
5589,103.016,2509.798,2529.406
5590,103.035,2509.798,2529.406
5591,103.053,2509.798,2529.406
5592,103.072,2509.798,2529.406
5593,103.09,2529.406,2509.798
5594,103.109,2509.798,2509.798
5595,103.127,2509.798,2509.798
5596,103.145,2509.798,2509.798
5597,103.164,2509.798,2529.406
5598,103.182,2509.798,2509.798
5599,103.201,2509.798,2509.798
5600,103.219,2509.798,2529.406
5601,103.238,2509.798,2509.798
5602,103.256,2509.798,2529.406
5603,103.274,2509.798,2529.406
5604,103.293,2509.798,2529.406
5605,103.311,2529.406,2529.406
5606,103.33,2509.798,2509.798
5607,103.348,2529.406,2529.406
5608,103.367,2509.798,2529.406
5609,103.385,2509.798,2529.406
5610,103.404,2509.798,2509.798
5611,103.422,2509.798,2509.798
5612,103.44,2509.798,2509.798
5613,103.459,2509.798,2509.798
5614,103.477,2509.798,2509.798
5615,103.496,2509.798,2509.798
5616,103.514,2509.798,2509.798
5617,103.533,2529.406,2509.798
5618,103.551,2509.798,2529.406
5619,103.569,2509.798,2509.798
5620,103.588,2529.406,2529.406
5621,103.606,2529.406,2509.798
5622,103.625,2509.798,2529.406
5623,103.643,2509.798,2529.406
5624,103.662,2509.798,2509.798
5625,103.68,2509.798,2509.798
5626,103.698,2509.798,2529.406
5627,103.717,2509.798,2509.798
5628,103.735,2509.798,2509.798
5629,103.754,2509.798,2529.406
5630,103.772,2529.406,2509.798
5631,103.791,2529.406,2509.798
5632,103.809,2509.798,2509.798
5633,103.827,2509.798,2529.406
5634,103.846,2509.798,2529.406
5635,103.864,2509.798,2529.406
5636,103.883,2509.798,2509.798
5637,103.901,2509.798,2509.798
5638,103.92,2509.798,2509.798
5639,103.938,2509.798,2509.798
5640,103.956,2509.798,2529.406
5641,103.975,2529.406,2509.798
5642,103.993,2529.406,2509.798
5643,104.012,2509.798,2509.798
5644,104.03,2509.798,2509.798
5645,104.049,2529.406,2509.798
5646,104.067,2509.798,2509.798
5647,104.086,2509.798,2509.798
5648,104.104,2509.798,2529.406
5649,104.122,2509.798,2509.798
5650,104.141,2529.406,2529.406
5651,104.159,2509.798,2509.798
5652,104.178,2509.798,2509.798
5653,104.196,2509.798,2529.406
5654,104.215,2509.798,2509.798
5655,104.233,2509.798,2509.798
5656,104.251,2509.798,2509.798
5657,104.27,2509.798,2529.406
5658,104.288,2509.798,2529.406
5659,104.307,2529.406,2509.798
5660,104.325,2509.798,2529.406
5661,104.344,2529.406,2509.798
5662,104.362,2529.406,2529.406
5663,104.38,2509.798,2509.798
5664,104.399,2529.406,2509.798
5665,104.417,2509.798,2509.798
5666,104.436,2509.798,2509.798
5667,104.454,2509.798,2529.406
5668,104.473,2509.798,2529.406
5669,104.491,2509.798,2509.798
5670,104.509,2509.798,2509.798
5671,104.528,2509.798,2529.406
5672,104.546,2509.798,2509.798
5673,104.565,2509.798,2509.798
5674,104.583,2529.406,2509.798
5675,104.602,2509.798,2529.406
5676,104.62,2509.798,2529.406
5677,104.638,2509.798,2529.406
5678,104.657,2529.406,2529.406
5679,104.675,2509.798,2529.406
5680,104.694,2509.798,2509.798
5681,104.712,2509.798,2529.406
5682,104.731,2509.798,2509.798
5683,104.749,2509.798,2509.798
5684,104.767,2509.798,2529.406
5685,104.786,2509.798,2509.798
5686,104.804,2509.798,2509.798
5687,104.823,2529.406,2509.798
5688,104.841,2509.798,2509.798
5689,104.86,2529.406,2509.798
5690,104.878,2509.798,2529.406
5691,104.897,2529.406,2509.798
5692,104.915,2529.406,2529.406
5693,104.933,2509.798,2509.798
5694,104.952,2529.406,2509.798
5695,104.97,2509.798,2529.406
5696,104.989,2509.798,2509.798
5697,105.007,2529.406,2509.798
5698,105.026,2509.798,2509.798
5699,105.044,2509.798,2509.798
5700,105.062,2509.798,2509.798
5701,105.081,2509.798,2529.406
5702,105.099,2529.406,2509.798
5703,105.118,2509.798,2509.798
5704,105.136,2529.406,2509.798
5705,105.155,2509.798,2509.798
5706,105.173,2529.406,2509.798
5707,105.191,2529.406,2509.798
5708,105.21,2509.798,2509.798
5709,105.228,2509.798,2529.406
5710,105.247,2509.798,2509.798
5711,105.265,2509.798,2509.798
5712,105.284,2509.798,2509.798
5713,105.302,2509.798,2509.798
5714,105.32,2509.798,2509.798
5715,105.339,2509.798,2509.798
5716,105.357,2529.406,2509.798
5717,105.376,2509.798,2509.798
5718,105.394,2529.406,2509.798
5719,105.413,2509.798,2529.406
5720,105.431,2509.798,2529.406
5721,105.449,2509.798,2509.798
5722,105.468,2509.798,2529.406
5723,105.486,2509.798,2509.798
5724,105.505,2529.406,2529.406
5725,105.523,2509.798,2509.798
5726,105.542,2509.798,2509.798
5727,105.56,2509.798,2529.406
5728,105.578,2509.798,2529.406
5729,105.597,2509.798,2509.798
5730,105.615,2509.798,2509.798
5731,105.634,2509.798,2509.798
5732,105.652,2509.798,2509.798
5733,105.671,2509.798,2529.406
5734,105.689,2529.406,2509.798
5735,105.708,2529.406,2529.406
5736,105.726,2509.798,2529.406
5737,105.744,2529.406,2509.798
5738,105.763,2509.798,2529.406
5739,105.781,2509.798,2529.406
5740,105.8,2529.406,2529.406
5741,105.818,2509.798,2529.406
5742,105.837,2529.406,2509.798
5743,105.855,2509.798,2529.406
5744,105.873,2509.798,2529.406
5745,105.892,2529.406,2509.798
5746,105.91,2509.798,2529.406
5747,105.929,2529.406,2529.406
5748,105.947,2529.406,2509.798
5749,105.966,2509.798,2509.798
5750,105.984,2509.798,2509.798
5751,106.002,2509.798,2529.406
5752,106.021,2509.798,2529.406
5753,106.039,2509.798,2509.798
5754,106.058,2509.798,2529.406
5755,106.076,2509.798,2529.406
5756,106.095,2529.406,2529.406
5757,106.113,2509.798,2529.406
5758,106.131,2509.798,2509.798
5759,106.15,2509.798,2509.798
5760,106.168,2509.798,2509.798
5761,106.187,2509.798,2529.406
5762,106.205,2509.798,2509.798
5763,106.224,2529.406,2509.798
5764,106.242,2529.406,2529.406
5765,106.26,2509.798,2529.406
5766,106.279,2529.406,2509.798
5767,106.297,2509.798,2509.798
5768,106.316,2509.798,2509.798
5769,106.334,2509.798,2509.798
5770,106.353,2509.798,2509.798
5771,106.371,2509.798,2529.406
5772,106.39,2529.406,2509.798
5773,106.408,2529.406,2529.406
5774,106.426,2529.406,2509.798
5775,106.445,2509.798,2529.406
5776,106.463,2509.798,2529.406
5777,106.482,2509.798,2529.406
5778,106.5,2509.798,2509.798
5779,106.519,2509.798,2509.798
5780,106.537,2509.798,2509.798
5781,106.555,2509.798,2529.406
5782,106.574,2490.19,2509.798
5783,106.592,2529.406,2509.798
5784,106.611,2509.798,2509.798
5785,106.629,2509.798,2509.798
5786,106.648,2509.798,2509.798
5787,106.666,2509.798,2529.406
5788,106.684,2529.406,2509.798
5789,106.703,2509.798,2529.406
5790,106.721,2509.798,2509.798
5791,106.74,2529.406,2509.798
5792,106.758,2509.798,2529.406
5793,106.777,2509.798,2509.798
5794,106.795,2509.798,2509.798
5795,106.813,2509.798,2529.406
5796,106.832,2509.798,2509.798
5797,106.85,2509.798,2529.406
5798,106.869,2509.798,2509.798
5799,106.887,2509.798,2529.406
5800,106.906,2509.798,2509.798
5801,106.924,2509.798,2529.406
5802,106.942,2509.798,2509.798
5803,106.961,2529.406,2509.798
5804,106.979,2529.406,2509.798
5805,106.998,2509.798,2509.798
5806,107.016,2529.406,2509.798
5807,107.035,2529.406,2529.406
5808,107.053,2529.406,2509.798
5809,107.071,2509.798,2509.798
5810,107.09,2509.798,2529.406
5811,107.108,2529.406,2509.798
5812,107.127,2509.798,2509.798
5813,107.145,2509.798,2529.406
5814,107.164,2529.406,2509.798
5815,107.182,2509.798,2529.406
5816,107.201,2509.798,2509.798
5817,107.219,2509.798,2509.798
5818,107.237,2509.798,2509.798
5819,107.256,2509.798,2509.798
5820,107.274,2529.406,2529.406
5821,107.293,2509.798,2509.798
5822,107.311,2529.406,2509.798
5823,107.33,2509.798,2529.406
5824,107.348,2529.406,2509.798
5825,107.366,2509.798,2529.406
5826,107.385,2529.406,2509.798
5827,107.403,2509.798,2529.406
5828,107.422,2509.798,2529.406
5829,107.44,2509.798,2529.406
5830,107.459,2509.798,2509.798
5831,107.477,2509.798,2529.406
5832,107.495,2509.798,2509.798
5833,107.514,2509.798,2509.798
5834,107.532,2509.798,2529.406
5835,107.551,2529.406,2529.406
5836,107.569,2509.798,2529.406
5837,107.588,2509.798,2509.798
5838,107.606,2509.798,2529.406
5839,107.624,2509.798,2529.406
5840,107.643,2529.406,2509.798
5841,107.661,2509.798,2509.798
5842,107.68,2509.798,2529.406
5843,107.698,2529.406,2529.406
5844,107.717,2509.798,2529.406
5845,107.735,2509.798,2509.798
5846,107.753,2529.406,2529.406
5847,107.772,2529.406,2529.406
5848,107.79,2509.798,2529.406
5849,107.809,2529.406,2529.406
5850,107.827,2509.798,2509.798
5851,107.846,2529.406,2509.798
5852,107.864,2509.798,2529.406
5853,107.882,2509.798,2509.798
5854,107.901,2509.798,2509.798
5855,107.919,2509.798,2509.798
5856,107.938,2509.798,2509.798
5857,107.956,2509.798,2529.406
5858,107.975,2509.798,2509.798
5859,107.993,2509.798,2509.798
5860,108.012,2509.798,2509.798
5861,108.03,2509.798,2529.406
5862,108.048,2529.406,2529.406
5863,108.067,2509.798,2509.798
5864,108.085,2529.406,2529.406
5865,108.104,2529.406,2529.406
5866,108.122,2509.798,2529.406
5867,108.141,2529.406,2529.406
5868,108.159,2509.798,2529.406
5869,108.177,2509.798,2509.798
5870,108.196,2509.798,2509.798
5871,108.214,2509.798,2509.798
5872,108.233,2509.798,2529.406
5873,108.251,2509.798,2529.406
5874,108.27,2509.798,2509.798
5875,108.288,2509.798,2509.798
5876,108.306,2509.798,2529.406
5877,108.325,2509.798,2509.798
5878,108.343,2509.798,2509.798
5879,108.362,2509.798,2509.798
5880,108.38,2509.798,2509.798
5881,108.399,2509.798,2509.798
5882,108.417,2509.798,2490.19
5883,108.435,2509.798,2529.406
5884,108.454,2509.798,2509.798
5885,108.472,2509.798,2509.798
5886,108.491,2509.798,2509.798
5887,108.509,2509.798,2509.798
5888,108.528,2509.798,2509.798
5889,108.546,2509.798,2509.798
5890,108.564,2529.406,2509.798
5891,108.583,2509.798,2529.406
5892,108.601,2529.406,2509.798
5893,108.62,2509.798,2509.798
5894,108.638,2509.798,2529.406
5895,108.657,2509.798,2509.798
5896,108.675,2509.798,2529.406
5897,108.694,2509.798,2529.406
5898,108.712,2509.798,2529.406
5899,108.73,2509.798,2529.406
5900,108.749,2509.798,2509.798
5901,108.767,2509.798,2509.798
5902,108.786,2529.406,2509.798
5903,108.804,2509.798,2509.798
5904,108.823,2509.798,2529.406
5905,108.841,2529.406,2509.798
5906,108.859,2509.798,2529.406
5907,108.878,2509.798,2509.798
5908,108.896,2509.798,2509.798
5909,108.915,2509.798,2509.798
5910,108.933,2529.406,2509.798
5911,108.952,2509.798,2529.406
5912,108.97,2509.798,2529.406
5913,108.988,2529.406,2509.798
5914,109.007,2509.798,2509.798
5915,109.025,2509.798,2509.798
5916,109.044,2529.406,2509.798
5917,109.062,2509.798,2509.798
5918,109.081,2509.798,2509.798
5919,109.099,2509.798,2509.798
5920,109.117,2529.406,2529.406
5921,109.136,2509.798,2529.406
5922,109.154,2509.798,2509.798
5923,109.173,2509.798,2529.406
5924,109.191,2509.798,2529.406
5925,109.21,2509.798,2509.798
5926,109.228,2529.406,2529.406
5927,109.246,2529.406,2529.406
5928,109.265,2509.798,2509.798
5929,109.283,2509.798,2529.406
5930,109.302,2509.798,2529.406
5931,109.32,2509.798,2529.406
5932,109.339,2529.406,2529.406
5933,109.357,2509.798,2509.798
5934,109.375,2509.798,2529.406
5935,109.394,2509.798,2529.406
5936,109.412,2509.798,2509.798
5937,109.431,2529.406,2509.798
5938,109.449,2529.406,2509.798
5939,109.468,2509.798,2529.406
5940,109.486,2529.406,2509.798
5941,109.505,2509.798,2529.406
5942,109.523,2509.798,2509.798
5943,109.541,2509.798,2509.798
5944,109.56,2509.798,2529.406
5945,109.578,2509.798,2509.798
5946,109.597,2509.798,2509.798
5947,109.615,2509.798,2509.798
5948,109.634,2529.406,2509.798
5949,109.652,2509.798,2509.798
5950,109.67,2509.798,2509.798
5951,109.689,2509.798,2509.798
5952,109.707,2509.798,2509.798
5953,109.726,2529.406,2509.798
5954,109.744,2509.798,2529.406
5955,109.763,2509.798,2509.798
5956,109.781,2509.798,2509.798
5957,109.799,2509.798,2529.406
5958,109.818,2509.798,2509.798
5959,109.836,2509.798,2529.406
5960,109.855,2509.798,2509.798
5961,109.873,2509.798,2509.798
5962,109.892,2509.798,2529.406
5963,109.91,2529.406,2509.798
5964,109.928,2509.798,2529.406
5965,109.947,2509.798,2529.406
5966,109.965,2529.406,2509.798
5967,109.984,2509.798,2529.406
5968,110.002,2509.798,2529.406
5969,110.021,2509.798,2529.406
5970,110.039,2529.406,2509.798
5971,110.057,2529.406,2529.406
5972,110.076,2509.798,2529.406
5973,110.094,2529.406,2509.798
5974,110.113,2509.798,2509.798
5975,110.131,2509.798,2509.798
5976,110.15,2529.406,2529.406
5977,110.168,2509.798,2529.406
5978,110.186,2509.798,2509.798
5979,110.205,2509.798,2529.406
5980,110.223,2529.406,2529.406
5981,110.242,2529.406,2509.798
5982,110.26,2509.798,2509.798
5983,110.279,2509.798,2529.406
5984,110.297,2529.406,2509.798
5985,110.316,2529.406,2509.798
5986,110.334,2529.406,2529.406
5987,110.352,2509.798,2509.798
5988,110.371,2509.798,2509.798
5989,110.389,2509.798,2509.798
5990,110.408,2509.798,2509.798
5991,110.426,2509.798,2509.798
5992,110.445,2529.406,2529.406
5993,110.463,2509.798,2509.798
5994,110.481,2509.798,2509.798
5995,110.5,2509.798,2509.798
5996,110.518,2509.798,2509.798
5997,110.537,2509.798,2529.406
5998,110.555,2509.798,2509.798
5999,110.574,2509.798,2509.798
6000,110.592,2509.798,2509.798
6001,110.61,2509.798,2509.798
6002,110.629,2509.798,2509.798
6003,110.647,2509.798,2509.798
6004,110.666,2509.798,2509.798
6005,110.684,2509.798,2529.406
6006,110.703,2509.798,2509.798
6007,110.721,2529.406,2509.798
6008,110.739,2509.798,2509.798
6009,110.758,2509.798,2509.798
6010,110.776,2509.798,2529.406
6011,110.795,2529.406,2509.798
6012,110.813,2509.798,2509.798
6013,110.832,2509.798,2509.798
6014,110.85,2509.798,2509.798
6015,110.868,2509.798,2529.406
6016,110.887,2509.798,2509.798
6017,110.905,2529.406,2509.798
6018,110.924,2529.406,2529.406
6019,110.942,2509.798,2509.798
6020,110.961,2509.798,2509.798
6021,110.979,2509.798,2509.798
6022,110.997,2509.798,2509.798
6023,111.016,2509.798,2529.406
6024,111.034,2509.798,2509.798
6025,111.053,2509.798,2509.798
6026,111.071,2509.798,2529.406
6027,111.09,2529.406,2529.406
6028,111.108,2509.798,2509.798
6029,111.127,2509.798,2529.406
6030,111.145,2509.798,2509.798
6031,111.163,2509.798,2529.406
6032,111.182,2529.406,2509.798
6033,111.2,2509.798,2529.406
6034,111.219,2529.406,2529.406
6035,111.237,2509.798,2509.798
6036,111.256,2509.798,2509.798
6037,111.274,2529.406,2509.798
6038,111.292,2509.798,2529.406
6039,111.311,2509.798,2509.798
6040,111.329,2529.406,2529.406
6041,111.348,2509.798,2529.406
6042,111.366,2509.798,2509.798
6043,111.385,2509.798,2529.406
6044,111.403,2509.798,2529.406
6045,111.421,2529.406,2509.798
6046,111.44,2509.798,2509.798
6047,111.458,2509.798,2509.798
6048,111.477,2509.798,2529.406
6049,111.495,2529.406,2529.406
6050,111.514,2509.798,2509.798
6051,111.532,2509.798,2509.798
6052,111.55,2509.798,2529.406
6053,111.569,2509.798,2509.798
6054,111.587,2509.798,2509.798
6055,111.606,2529.406,2509.798
6056,111.624,2529.406,2509.798
6057,111.643,2509.798,2509.798
6058,111.661,2509.798,2509.798
6059,111.679,2509.798,2509.798
6060,111.698,2509.798,2509.798
6061,111.716,2529.406,2509.798
6062,111.735,2509.798,2509.798
6063,111.753,2529.406,2509.798
6064,111.772,2509.798,2529.406
6065,111.79,2509.798,2509.798
6066,111.809,2509.798,2509.798
6067,111.827,2509.798,2509.798
6068,111.845,2509.798,2509.798
6069,111.864,2509.798,2529.406
6070,111.882,2509.798,2509.798
6071,111.901,2509.798,2509.798
6072,111.919,2490.19,2529.406
6073,111.938,2509.798,2509.798
6074,111.956,2529.406,2509.798
6075,111.974,2509.798,2509.798
6076,111.993,2509.798,2509.798
6077,112.011,2509.798,2509.798
6078,112.03,2529.406,2509.798
6079,112.048,2509.798,2509.798
6080,112.067,2509.798,2509.798
6081,112.085,2509.798,2509.798
