Index,Time,4ES_1,4PF_1
9510,175.288,705.881,4313.716
9511,175.307,705.881,4313.716
9512,175.325,705.881,4313.716
9513,175.344,705.881,4333.324
9514,175.362,725.489,4313.716
9515,175.38,725.489,4313.716
9516,175.399,705.881,4313.716
9517,175.417,705.881,4313.716
9518,175.436,705.881,4313.716
9519,175.454,705.881,4313.716
9520,175.473,705.881,4313.716
9521,175.491,705.881,4313.716
9522,175.51,705.881,4313.716
9523,175.528,705.881,4313.716
9524,175.546,705.881,4313.716
9525,175.565,705.881,4333.324
9526,175.583,1607.84,4294.108
9527,175.602,1607.84,4254.893
9528,175.62,1607.84,4176.461
9529,175.639,1627.447,4058.814
9530,175.657,1627.447,3960.775
9531,175.675,1607.84,3843.129
9532,175.694,1627.447,3725.482
9533,175.712,1627.447,3588.227
9534,175.731,1607.84,3470.581
9535,175.749,1607.84,3411.757
9536,175.768,1627.447,3392.149
9537,175.786,1627.447,3411.757
9538,175.804,1627.447,3431.365
9539,175.823,1607.84,3431.365
9540,175.841,1627.447,3411.757
9541,175.86,1607.84,3411.757
9542,175.878,1607.84,3411.757
9543,175.897,1627.447,3431.365
9544,175.915,1627.447,3411.757
9545,175.933,1627.447,3411.757
9546,175.952,1607.84,3411.757
9547,175.97,1627.447,3431.365
9548,175.989,1627.447,3411.757
9549,176.007,1607.84,3411.757
9550,176.026,1607.84,3411.757
9551,176.044,1607.84,3411.757
9552,176.062,1627.447,3411.757
9553,176.081,1607.84,3411.757
9554,176.099,1627.447,3411.757
9555,176.118,1627.447,3411.757
9556,176.136,1607.84,3411.757
9557,176.155,1607.84,3411.757
9558,176.173,1627.447,3411.757
9559,176.191,1607.84,3411.757
9560,176.21,1607.84,3411.757
9561,176.228,1627.447,3431.365
9562,176.247,1627.447,3411.757
9563,176.265,1627.447,3392.149
9564,176.284,1607.84,3411.757
9565,176.302,1627.447,3411.757
9566,176.321,1607.84,3411.757
9567,176.339,1627.447,3411.757
9568,176.357,1607.84,3411.757
9569,176.376,1627.447,3411.757
9570,176.394,1627.447,3411.757
9571,176.413,1588.232,3411.757
9572,176.431,1627.447,3411.757
9573,176.45,1627.447,3431.365
9574,176.468,1607.84,3411.757
9575,176.486,1607.84,3411.757
9576,176.505,1607.84,3411.757
9577,176.523,1627.447,3411.757
9578,176.542,1627.447,3411.757
9579,176.56,1607.84,3411.757
9580,176.579,3294.11,3411.757
9581,176.597,3411.757,3372.542
9582,176.615,3411.757,3294.11
9583,176.634,3411.757,3196.071
9584,176.652,3411.757,3098.032
9585,176.671,3411.757,2980.385
9586,176.689,3411.757,2862.739
9587,176.708,3411.757,2745.092
9588,176.726,3411.757,2627.445
9589,176.744,3431.365,2490.19
9590,176.763,3411.757,2372.544
9591,176.781,3431.365,2254.897
9592,176.8,3411.757,2117.642
9593,176.818,3411.757,1999.996
9594,176.837,3411.757,1882.349
9595,176.855,3411.757,1764.702
9596,176.873,3431.365,1666.663
9597,176.892,3411.757,1627.447
9598,176.91,3411.757,1627.447
9599,176.929,3411.757,1627.447
9600,176.947,3411.757,1627.447
9601,176.966,3411.757,1627.447
9602,176.984,3411.757,1627.447
9603,177.002,3411.757,1627.447
9604,177.021,3411.757,1627.447
9605,177.039,3411.757,1627.447
9606,177.058,3431.365,1627.447
9607,177.076,3411.757,1627.447
9608,177.095,3411.757,1627.447
9609,177.113,3411.757,1627.447
9610,177.132,3411.757,1627.447
9611,177.15,3431.365,1627.447
9612,177.168,3411.757,1627.447
9613,177.187,3411.757,1627.447
9614,177.205,3411.757,1627.447
9615,177.224,3411.757,1627.447
9616,177.242,3411.757,1627.447
9617,177.261,3411.757,1627.447
9618,177.279,3411.757,1627.447
9619,177.297,3411.757,1627.447
9620,177.316,3411.757,1627.447
9621,177.334,3411.757,1627.447
9622,177.353,3411.757,1627.447
9623,177.371,3411.757,1627.447
9624,177.39,3411.757,1627.447
9625,177.408,3411.757,1627.447
9626,177.426,3411.757,1627.447
9627,177.445,3411.757,1627.447
9628,177.463,3411.757,1627.447
9629,177.482,3411.757,1627.447
9630,177.5,3411.757,1627.447
9631,177.519,3411.757,1627.447
9632,177.537,3411.757,1627.447
9633,177.555,3411.757,1627.447
9634,177.574,1941.172,1627.447
9635,177.592,1627.447,1686.271
9636,177.611,1627.447,1745.094
9637,177.629,1607.84,1823.525
9638,177.648,1607.84,1941.172
9639,177.666,1607.84,2058.819
9640,177.684,1607.84,2176.466
9641,177.703,1627.447,2294.113
9642,177.721,1607.84,2431.367
9643,177.74,1627.447,2549.014
9644,177.758,1607.84,2686.269
9645,177.777,1627.447,2803.915
9646,177.795,1607.84,2941.17
9647,177.813,1627.447,3078.425
9648,177.832,1607.84,3196.071
9649,177.85,1627.447,3333.326
9650,177.869,1607.84,3411.757
9651,177.887,1607.84,3450.973
9652,177.906,1607.84,3431.365
9653,177.924,1607.84,3411.757
9654,177.943,1607.84,3411.757
9655,177.961,1607.84,3411.757
9656,177.979,1627.447,3411.757
9657,177.998,1627.447,3411.757
9658,178.016,1607.84,3411.757
9659,178.035,1627.447,3411.757
9660,178.053,1607.84,3431.365
9661,178.072,1627.447,3431.365
9662,178.09,1607.84,3411.757
9663,178.108,1627.447,3431.365
9664,178.127,1627.447,3411.757
9665,178.145,1607.84,3411.757
9666,178.164,1607.84,3431.365
9667,178.182,1607.84,3411.757
9668,178.201,1607.84,3411.757
9669,178.219,1607.84,3392.149
9670,178.237,1607.84,3411.757
9671,178.256,1607.84,3431.365
9672,178.274,1607.84,3411.757
9673,178.293,1607.84,3411.757
9674,178.311,1607.84,3411.757
9675,178.33,1607.84,3431.365
9676,178.348,1607.84,3411.757
9677,178.366,1607.84,3411.757
9678,178.385,1607.84,3431.365
9679,178.403,1607.84,3411.757
9680,178.422,1607.84,3411.757
9681,178.44,1607.84,3411.757
9682,178.459,1627.447,3411.757
9683,178.477,1607.84,3411.757
9684,178.495,1627.447,3431.365
9685,178.514,1607.84,3431.365
9686,178.532,1588.232,3411.757
9687,178.551,1607.84,3411.757
9688,178.569,2490.19,3431.365
9689,178.588,3392.149,3392.149
9690,178.606,3411.757,3333.326
9691,178.625,3431.365,3254.895
9692,178.643,3411.757,3156.856
9693,178.661,3431.365,3058.817
9694,178.68,3411.757,2960.778
9695,178.698,3431.365,2823.523
9696,178.717,3411.757,2725.484
9697,178.735,3411.757,2588.229
9698,178.754,3431.365,2470.583
9699,178.772,3411.757,2352.936
9700,178.79,3431.365,2235.289
9701,178.809,3411.757,2098.035
9702,178.827,3431.365,1980.388
9703,178.846,3411.757,1862.741
9704,178.864,3411.757,1745.094
9705,178.883,3431.365,1647.055
9706,178.901,3431.365,1607.84
9707,178.919,3411.757,1607.84
9708,178.938,3411.757,1627.447
9709,178.956,3431.365,1627.447
9710,178.975,3431.365,1627.447
9711,178.993,3411.757,1627.447
9712,179.012,3411.757,1627.447
9713,179.03,3431.365,1627.447
9714,179.048,3411.757,1627.447
9715,179.067,3411.757,1627.447
9716,179.085,3411.757,1627.447
9717,179.104,3411.757,1627.447
9718,179.122,3431.365,1607.84
9719,179.141,3411.757,1627.447
9720,179.159,3431.365,1627.447
9721,179.177,3411.757,1627.447
9722,179.196,3431.365,1627.447
9723,179.214,3411.757,1627.447
9724,179.233,3431.365,1627.447
9725,179.251,3431.365,1627.447
9726,179.27,3411.757,1627.447
9727,179.288,3431.365,1627.447
9728,179.307,3411.757,1627.447
9729,179.325,3411.757,1627.447
9730,179.343,3411.757,1627.447
9731,179.362,3411.757,1627.447
9732,179.38,3411.757,1627.447
9733,179.399,3431.365,1627.447
9734,179.417,3411.757,1607.84
9735,179.436,3431.365,1627.447
9736,179.454,3431.365,1627.447
9737,179.472,3411.757,1627.447
9738,179.491,3411.757,1607.84
9739,179.509,3411.757,1627.447
9740,179.528,3431.365,1627.447
9741,179.546,3431.365,1627.447
9742,179.565,3411.757,1627.447
9743,179.583,1666.663,1647.055
9744,179.601,1627.447,1705.879
9745,179.62,1627.447,1764.702
9746,179.638,1607.84,1882.349
9747,179.657,1627.447,1980.388
9748,179.675,1627.447,2098.035
9749,179.694,1627.447,2215.681
9750,179.712,1607.84,2352.936
9751,179.73,1627.447,2470.583
9752,179.749,1627.447,2588.229
9753,179.767,1627.447,2705.876
9754,179.786,1627.447,2843.131
9755,179.804,1627.447,2980.385
9756,179.823,1627.447,3098.032
9757,179.841,1627.447,3235.287
9758,179.859,1607.84,3352.934
9759,179.878,1607.84,3411.757
9760,179.896,1627.447,3431.365
9761,179.915,1607.84,3411.757
9762,179.933,1627.447,3411.757
9763,179.952,1627.447,3411.757
9764,179.97,1627.447,3411.757
9765,179.988,1627.447,3411.757
9766,180.007,1607.84,3411.757
9767,180.025,1607.84,3411.757
9768,180.044,1607.84,3411.757
9769,180.062,1607.84,3411.757
9770,180.081,1607.84,3411.757
9771,180.099,1627.447,3411.757
9772,180.118,1607.84,3411.757
9773,180.136,1627.447,3411.757
9774,180.154,1607.84,3411.757
9775,180.173,1627.447,3431.365
9776,180.191,1627.447,3411.757
9777,180.21,1627.447,3411.757
9778,180.228,1607.84,3411.757
9779,180.247,1607.84,3411.757
9780,180.265,1627.447,3411.757
9781,180.283,1627.447,3411.757
9782,180.302,1607.84,3411.757
9783,180.32,1627.447,3411.757
9784,180.339,1627.447,3411.757
9785,180.357,1607.84,3411.757
9786,180.376,1627.447,3411.757
9787,180.394,1627.447,3411.757
9788,180.412,1607.84,3392.149
9789,180.431,1607.84,3411.757
9790,180.449,1607.84,3411.757
9791,180.468,1627.447,3411.757
9792,180.486,1627.447,3411.757
9793,180.505,1607.84,3411.757
9794,180.523,1607.84,3411.757
9795,180.541,1627.447,3411.757
9796,180.56,1607.84,3411.757
9797,180.578,3294.11,3392.149
9798,180.597,3411.757,3372.542
9799,180.615,3411.757,3294.11
9800,180.634,3411.757,3196.071
9801,180.652,3411.757,3098.032
9802,180.67,3411.757,2980.385
9803,180.689,3411.757,2862.739
9804,180.707,3411.757,2725.484
9805,180.726,3411.757,2607.837
9806,180.744,3411.757,2490.19
9807,180.763,3411.757,2372.544
9808,180.781,3431.365,2235.289
9809,180.799,3411.757,2117.642
9810,180.818,3411.757,1980.388
9811,180.836,3411.757,1862.741
9812,180.855,3411.757,1725.486
9813,180.873,3411.757,1647.055
9814,180.892,3411.757,1607.84
9815,180.91,3411.757,1607.84
9816,180.929,3411.757,1627.447
9817,180.947,3411.757,1627.447
9818,180.965,3411.757,1647.055
9819,180.984,3411.757,1627.447
9820,181.002,3411.757,1627.447
9821,181.021,3411.757,1627.447
9822,181.039,3411.757,1627.447
9823,181.058,3431.365,1627.447
9824,181.076,3431.365,1627.447
9825,181.094,3411.757,1627.447
9826,181.113,3411.757,1627.447
9827,181.131,3411.757,1627.447
9828,181.15,3431.365,1627.447
9829,181.168,3411.757,1627.447
9830,181.187,3411.757,1627.447
9831,181.205,3411.757,1627.447
9832,181.223,3431.365,1627.447
9833,181.242,3411.757,1627.447
9834,181.26,3411.757,1627.447
9835,181.279,3411.757,1627.447
9836,181.297,3411.757,1627.447
9837,181.316,3411.757,1627.447
9838,181.334,3411.757,1627.447
9839,181.352,3431.365,1627.447
9840,181.371,3411.757,1627.447
9841,181.389,3411.757,1627.447
9842,181.408,3411.757,1627.447
9843,181.426,3431.365,1627.447
9844,181.445,3411.757,1627.447
9845,181.463,3411.757,1627.447
9846,181.481,3411.757,1627.447
9847,181.5,3431.365,1627.447
9848,181.518,3431.365,1627.447
9849,181.537,3411.757,1627.447
9850,181.555,3411.757,1627.447
9851,181.574,2705.876,1647.055
9852,181.592,2529.406,1666.663
9853,181.61,2509.798,1745.094
9854,181.629,2509.798,1823.525
9855,181.647,2509.798,1941.172
9856,181.666,2529.406,2058.819
9857,181.684,2509.798,2176.466
9858,181.703,2509.798,2313.72
9859,181.721,2529.406,2431.367
9860,181.74,2509.798,2509.798
9861,181.758,2509.798,2549.014
9862,181.776,2509.798,2529.406
9863,181.795,2509.798,2509.798
9864,181.813,2509.798,2509.798
9865,181.832,2529.406,2509.798
9866,181.85,2509.798,2529.406
9867,181.869,2509.798,2509.798
9868,181.887,2509.798,2529.406
9869,181.905,2529.406,2509.798
9870,181.924,2509.798,2529.406
9871,181.942,2509.798,2529.406
9872,181.961,2529.406,2509.798
9873,181.979,2509.798,2509.798
9874,181.998,2509.798,2529.406
9875,182.016,2509.798,2529.406
9876,182.034,2529.406,2509.798
9877,182.053,2509.798,2509.798
9878,182.071,2529.406,2529.406
9879,182.09,2509.798,2529.406
9880,182.108,2529.406,2509.798
9881,182.127,2509.798,2509.798
9882,182.145,2509.798,2529.406
9883,182.163,2509.798,2529.406
9884,182.182,2529.406,2509.798
9885,182.2,2509.798,2509.798
9886,182.219,2509.798,2509.798
9887,182.237,2509.798,2509.798
9888,182.256,2529.406,2509.798
9889,182.274,2509.798,2509.798
9890,182.292,2509.798,2529.406
9891,182.311,2529.406,2509.798
9892,182.329,2509.798,2529.406
9893,182.348,2509.798,2509.798
9894,182.366,2509.798,2509.798
9895,182.385,2529.406,2509.798
9896,182.403,2509.798,2529.406
9897,182.421,2509.798,2529.406
9898,182.44,2509.798,2509.798
9899,182.458,2509.798,2509.798
9900,182.477,2509.798,2509.798
9901,182.495,2509.798,2509.798
9902,182.514,2509.798,2529.406
9903,182.532,2529.406,2509.798
9904,182.551,2529.406,2509.798
9905,182.569,2431.367,2529.406
9906,182.587,2333.328,2549.014
9907,182.606,2333.328,2588.229
9908,182.624,2333.328,2647.053
9909,182.643,2333.328,2705.876
9910,182.661,2333.328,2705.876
9911,182.68,2333.328,2705.876
9912,182.698,2333.328,2686.269
9913,182.716,2333.328,2705.876
9914,182.735,2333.328,2686.269
9915,182.753,2333.328,2705.876
9916,182.772,2333.328,2686.269
9917,182.79,2333.328,2705.876
9918,182.809,2333.328,2705.876
9919,182.827,2333.328,2705.876
9920,182.845,2333.328,2686.269
9921,182.864,2333.328,2705.876
9922,182.882,2333.328,2705.876
9923,182.901,2333.328,2705.876
9924,182.919,2333.328,2705.876
9925,182.938,2333.328,2705.876
9926,182.956,2333.328,2705.876
9927,182.974,2333.328,2705.876
9928,182.993,2333.328,2686.269
9929,183.011,2333.328,2686.269
9930,183.03,2333.328,2705.876
9931,183.048,2352.936,2705.876
9932,183.067,2333.328,2705.876
9933,183.085,2333.328,2686.269
9934,183.104,2333.328,2705.876
9935,183.122,2352.936,2705.876
9936,183.14,2333.328,2705.876
9937,183.159,2333.328,2705.876
9938,183.177,2352.936,2705.876
9939,183.196,2352.936,2705.876
9940,183.214,2333.328,2686.269
9941,183.232,2333.328,2686.269
9942,183.251,2333.328,2705.876
9943,183.269,2352.936,2705.876
9944,183.288,2333.328,2705.876
9945,183.306,2352.936,2686.269
9946,183.325,2333.328,2705.876
9947,183.343,2333.328,2686.269
9948,183.362,2333.328,2705.876
9949,183.38,2352.936,2705.876
9950,183.398,2333.328,2705.876
9951,183.417,2333.328,2705.876
9952,183.435,2333.328,2686.269
9953,183.454,2333.328,2686.269
9954,183.472,2333.328,2705.876
9955,183.491,2333.328,2686.269
9956,183.509,2352.936,2705.876
9957,183.527,2352.936,2686.269
9958,183.546,2333.328,2686.269
9959,183.564,2333.328,2705.876
9960,183.583,2509.798,2686.269
9961,183.601,2509.798,2647.053
9962,183.62,2509.798,2588.229
9963,183.638,2509.798,2529.406
9964,183.656,2529.406,2509.798
9965,183.675,2529.406,2509.798
9966,183.693,2509.798,2509.798
9967,183.712,2529.406,2529.406
9968,183.73,2529.406,2529.406
9969,183.749,2509.798,2509.798
9970,183.767,2509.798,2509.798
9971,183.785,2509.798,2509.798
9972,183.804,2509.798,2529.406
9973,183.822,2509.798,2529.406
9974,183.841,2529.406,2509.798
9975,183.859,2509.798,2509.798
9976,183.878,2509.798,2529.406
9977,183.896,2509.798,2529.406
9978,183.915,2529.406,2529.406
9979,183.933,2509.798,2529.406
9980,183.951,2529.406,2529.406
9981,183.97,2509.798,2509.798
9982,183.988,2509.798,2509.798
9983,184.007,2509.798,2509.798
9984,184.025,2509.798,2529.406
9985,184.044,2529.406,2529.406
9986,184.062,2509.798,2529.406
9987,184.08,2509.798,2529.406
9988,184.099,2509.798,2509.798
9989,184.117,2509.798,2509.798
9990,184.136,2509.798,2509.798
9991,184.154,2509.798,2509.798
9992,184.173,2509.798,2529.406
9993,184.191,2529.406,2509.798
9994,184.209,2529.406,2529.406
9995,184.228,2529.406,2509.798
9996,184.246,2509.798,2529.406
9997,184.265,2509.798,2529.406
9998,184.283,2509.798,2529.406
9999,184.302,2509.798,2509.798
10000,184.32,2509.798,2529.406
10001,184.338,2509.798,2509.798
10002,184.357,2509.798,2529.406
10003,184.375,2509.798,2509.798
10004,184.394,2509.798,2509.798
10005,184.412,2509.798,2509.798
10006,184.431,2509.798,2509.798
10007,184.449,2509.798,2509.798
10008,184.467,2529.406,2509.798
10009,184.486,2529.406,2509.798
10010,184.504,2509.798,2529.406
10011,184.523,2509.798,2509.798
10012,184.541,2509.798,2529.406
10013,184.56,2509.798,2509.798
10014,184.578,2176.466,2529.406
10015,184.596,2156.858,2568.622
10016,184.615,2156.858,2627.445
10017,184.633,2156.858,2725.484
10018,184.652,2156.858,2823.523
10019,184.67,2156.858,2862.739
10020,184.689,2156.858,2901.954
10021,184.707,2156.858,2882.346
10022,184.726,2156.858,2882.346
10023,184.744,2156.858,2862.739
10024,184.762,2137.25,2862.739
10025,184.781,2156.858,2882.346
10026,184.799,2156.858,2862.739
10027,184.818,2156.858,2882.346
10028,184.836,2156.858,2882.346
10029,184.855,2176.466,2882.346
10030,184.873,2137.25,2882.346
10031,184.891,2156.858,2882.346
10032,184.91,2156.858,2882.346
10033,184.928,2156.858,2882.346
10034,184.947,2156.858,2882.346
10035,184.965,2156.858,2882.346
10036,184.984,2156.858,2882.346
10037,185.002,2156.858,2882.346
10038,185.02,2156.858,2862.739
10039,185.039,2156.858,2882.346
10040,185.057,2156.858,2882.346
10041,185.076,2156.858,2862.739
10042,185.094,2156.858,2862.739
10043,185.113,2137.25,2882.346
10044,185.131,2156.858,2882.346
10045,185.149,2156.858,2882.346
10046,185.168,2156.858,2882.346
10047,185.186,2156.858,2882.346
10048,185.205,2156.858,2882.346
10049,185.223,2156.858,2882.346
10050,185.242,2156.858,2882.346
10051,185.26,2156.858,2882.346
10052,185.278,2156.858,2882.346
10053,185.297,2176.466,2882.346
10054,185.315,2156.858,2882.346
10055,185.334,2156.858,2862.739
10056,185.352,2156.858,2882.346
10057,185.371,2156.858,2882.346
10058,185.389,2156.858,2882.346
10059,185.407,2156.858,2882.346
10060,185.426,2156.858,2882.346
10061,185.444,2156.858,2882.346
10062,185.463,2156.858,2882.346
10063,185.481,2156.858,2882.346
10064,185.5,2156.858,2882.346
10065,185.518,2156.858,2882.346
10066,185.537,2156.858,2882.346
10067,185.555,2156.858,2882.346
10068,185.573,2431.367,2882.346
10069,185.592,2509.798,2843.131
10070,185.61,2509.798,2784.308
10071,185.629,2509.798,2705.876
10072,185.647,2509.798,2607.837
10073,185.666,2509.798,2529.406
10074,185.684,2509.798,2490.19
10075,185.702,2509.798,2509.798
10076,185.721,2509.798,2509.798
10077,185.739,2509.798,2529.406
10078,185.758,2509.798,2529.406
10079,185.776,2529.406,2509.798
10080,185.795,2509.798,2509.798
10081,185.813,2509.798,2509.798
10082,185.831,2509.798,2509.798
10083,185.85,2509.798,2529.406
10084,185.868,2509.798,2509.798
10085,185.887,2509.798,2529.406
10086,185.905,2509.798,2529.406
10087,185.924,2509.798,2529.406
10088,185.942,2509.798,2529.406
10089,185.96,2509.798,2509.798
10090,185.979,2509.798,2509.798
10091,185.997,2509.798,2509.798
10092,186.016,2509.798,2509.798
10093,186.034,2509.798,2529.406
10094,186.053,2529.406,2529.406
10095,186.071,2509.798,2529.406
10096,186.089,2529.406,2509.798
10097,186.108,2509.798,2529.406
10098,186.126,2509.798,2509.798
10099,186.145,2509.798,2529.406
10100,186.163,2529.406,2529.406
10101,186.182,2529.406,2529.406
10102,186.2,2529.406,2509.798
10103,186.218,2509.798,2529.406
10104,186.237,2509.798,2509.798
10105,186.255,2509.798,2509.798
10106,186.274,2509.798,2509.798
10107,186.292,2509.798,2529.406
10108,186.311,2509.798,2509.798
10109,186.329,2509.798,2509.798
10110,186.348,2529.406,2509.798
10111,186.366,2529.406,2529.406
10112,186.384,2529.406,2529.406
10113,186.403,2509.798,2529.406
10114,186.421,2529.406,2529.406
10115,186.44,2509.798,2529.406
10116,186.458,2529.406,2509.798
10117,186.477,2509.798,2529.406
10118,186.495,2509.798,2509.798
10119,186.513,2509.798,2529.406
10120,186.532,2509.798,2529.406
10121,186.55,2529.406,2529.406
10122,186.569,2588.229,2529.406
10123,186.587,2686.269,2509.798
10124,186.606,2686.269,2450.975
10125,186.624,2686.269,2392.152
10126,186.642,2705.876,2352.936
10127,186.661,2705.876,2333.328
10128,186.679,2705.876,2333.328
10129,186.698,2686.269,2352.936
10130,186.716,2705.876,2352.936
10131,186.735,2705.876,2352.936
10132,186.753,2705.876,2333.328
10133,186.771,2686.269,2333.328
10134,186.79,2686.269,2352.936
10135,186.808,2705.876,2352.936
10136,186.827,2686.269,2352.936
10137,186.845,2705.876,2333.328
10138,186.864,2686.269,2352.936
10139,186.882,2686.269,2352.936
10140,186.9,2705.876,2352.936
10141,186.919,2705.876,2333.328
10142,186.937,2686.269,2352.936
10143,186.956,2705.876,2352.936
10144,186.974,2705.876,2352.936
10145,186.993,2686.269,2333.328
10146,187.011,2686.269,2333.328
10147,187.029,2705.876,2352.936
10148,187.048,2705.876,2333.328
10149,187.066,2686.269,2333.328
10150,187.085,2705.876,2352.936
10151,187.103,2686.269,2333.328
10152,187.122,2705.876,2352.936
10153,187.14,2686.269,2352.936
10154,187.159,2686.269,2333.328
10155,187.177,2705.876,2333.328
10156,187.195,2705.876,2333.328
10157,187.214,2705.876,2333.328
10158,187.232,2686.269,2333.328
10159,187.251,2686.269,2352.936
10160,187.269,2705.876,2352.936
10161,187.288,2705.876,2333.328
10162,187.306,2686.269,2333.328
10163,187.324,2705.876,2352.936
10164,187.343,2686.269,2333.328
10165,187.361,2686.269,2352.936
10166,187.38,2705.876,2333.328
10167,187.398,2686.269,2333.328
10168,187.417,2686.269,2352.936
10169,187.435,2686.269,2352.936
10170,187.453,2705.876,2333.328
10171,187.472,2686.269,2333.328
10172,187.49,2686.269,2352.936
10173,187.509,2686.269,2333.328
10174,187.527,2705.876,2333.328
10175,187.546,2686.269,2333.328
10176,187.564,2686.269,2352.936
10177,187.582,2529.406,2352.936
10178,187.601,2509.798,2392.152
10179,187.619,2509.798,2450.975
10180,187.638,2509.798,2529.406
10181,187.656,2509.798,2549.014
10182,187.675,2509.798,2529.406
10183,187.693,2509.798,2509.798
10184,187.712,2529.406,2509.798
10185,187.73,2529.406,2509.798
10186,187.748,2509.798,2509.798
10187,187.767,2509.798,2509.798
10188,187.785,2509.798,2509.798
10189,187.804,2509.798,2529.406
10190,187.822,2509.798,2529.406
10191,187.84,2509.798,2509.798
10192,187.859,2509.798,2509.798
10193,187.877,2509.798,2529.406
10194,187.896,2509.798,2509.798
10195,187.914,2509.798,2529.406
10196,187.933,2509.798,2529.406
10197,187.951,2509.798,2529.406
10198,187.97,2529.406,2529.406
10199,187.988,2509.798,2529.406
10200,188.006,2529.406,2509.798
10201,188.025,2509.798,2529.406
10202,188.043,2509.798,2529.406
10203,188.062,2509.798,2509.798
10204,188.08,2509.798,2529.406
10205,188.099,2509.798,2529.406
10206,188.117,2509.798,2509.798
10207,188.135,2529.406,2529.406
10208,188.154,2509.798,2529.406
10209,188.172,2509.798,2529.406
10210,188.191,2509.798,2529.406
10211,188.209,2529.406,2529.406
10212,188.228,2529.406,2529.406
10213,188.246,2509.798,2509.798
10214,188.264,2509.798,2529.406
10215,188.283,2509.798,2529.406
10216,188.301,2509.798,2529.406
10217,188.32,2509.798,2509.798
10218,188.338,2509.798,2529.406
10219,188.357,2509.798,2529.406
10220,188.375,2509.798,2529.406
10221,188.393,2509.798,2529.406
10222,188.412,2509.798,2509.798
10223,188.43,2509.798,2529.406
10224,188.449,2509.798,2529.406
10225,188.467,2509.798,2509.798
10226,188.486,2509.798,2529.406
10227,188.504,2529.406,2509.798
10228,188.523,2509.798,2509.798
10229,188.541,2529.406,2529.406
10230,188.559,2529.406,2529.406
10231,188.578,2529.406,2509.798
10232,188.596,2509.798,2529.406
10233,188.615,2509.798,2529.406
10234,188.633,2529.406,2529.406
10235,188.652,2529.406,2509.798
10236,188.67,2509.798,2529.406
10237,188.688,2529.406,2529.406
10238,188.707,2509.798,2529.406
10239,188.725,2509.798,2509.798
10240,188.744,2529.406,2509.798
10241,188.762,2529.406,2509.798
10242,188.781,2509.798,2509.798
10243,188.799,2509.798,2529.406
10244,188.817,2509.798,2509.798
10245,188.836,2509.798,2529.406
10246,188.854,2509.798,2529.406
10247,188.873,2509.798,2529.406
10248,188.891,2529.406,2529.406
10249,188.91,2529.406,2529.406
10250,188.928,2509.798,2529.406
10251,188.946,2509.798,2529.406
10252,188.965,2509.798,2509.798
10253,188.983,2509.798,2529.406
10254,189.002,2509.798,2509.798
10255,189.02,2509.798,2509.798
10256,189.039,2529.406,2529.406
10257,189.057,2509.798,2509.798
10258,189.075,2509.798,2509.798
10259,189.094,2509.798,2529.406
10260,189.112,2509.798,2529.406
10261,189.131,2529.406,2529.406
10262,189.149,2509.798,2509.798
10263,189.168,2509.798,2509.798
10264,189.186,2509.798,2529.406
10265,189.204,2529.406,2529.406
10266,189.223,2509.798,2509.798
10267,189.241,2509.798,2509.798
10268,189.26,2509.798,2529.406
10269,189.278,2529.406,2529.406
10270,189.297,2509.798,2509.798
10271,189.315,2509.798,2509.798
10272,189.334,2509.798,2509.798
10273,189.352,2509.798,2529.406
10274,189.37,2509.798,2509.798
10275,189.389,2509.798,2509.798
10276,189.407,2529.406,2529.406
10277,189.426,2509.798,2529.406
10278,189.444,2509.798,2509.798
10279,189.463,2509.798,2529.406
10280,189.481,2509.798,2529.406
10281,189.499,2509.798,2529.406
10282,189.518,2509.798,2529.406
10283,189.536,2509.798,2529.406
10284,189.555,2509.798,2509.798
10285,189.573,2803.915,2529.406
10286,189.592,2882.346,2490.19
10287,189.61,2882.346,2431.367
10288,189.628,2862.739,2352.936
10289,189.647,2882.346,2274.505
10290,189.665,2882.346,2196.073
10291,189.684,2882.346,2137.25
10292,189.702,2862.739,2137.25
10293,189.721,2882.346,2156.858
10294,189.739,2862.739,2156.858
10295,189.757,2882.346,2156.858
10296,189.776,2882.346,2156.858
10297,189.794,2882.346,2156.858
10298,189.813,2862.739,2176.466
10299,189.831,2882.346,2156.858
10300,189.85,2882.346,2156.858
10301,189.868,2862.739,2176.466
10302,189.886,2882.346,2176.466
10303,189.905,2882.346,2176.466
10304,189.923,2882.346,2156.858
10305,189.942,2882.346,2176.466
10306,189.96,2862.739,2156.858
10307,189.979,2882.346,2176.466
10308,189.997,2882.346,2176.466
10309,190.015,2862.739,2156.858
10310,190.034,2882.346,2156.858
10311,190.052,2882.346,2176.466
10312,190.071,2882.346,2176.466
10313,190.089,2862.739,2156.858
10314,190.108,2882.346,2156.858
10315,190.126,2882.346,2156.858
10316,190.145,2882.346,2176.466
10317,190.163,2882.346,2156.858
10318,190.181,2862.739,2176.466
10319,190.2,2882.346,2156.858
10320,190.218,2862.739,2176.466
10321,190.237,2882.346,2156.858
10322,190.255,2882.346,2156.858
10323,190.274,2882.346,2156.858
10324,190.292,2882.346,2176.466
10325,190.31,2882.346,2156.858
10326,190.329,2882.346,2176.466
10327,190.347,2882.346,2156.858
10328,190.366,2882.346,2156.858
10329,190.384,2882.346,2156.858
10330,190.403,2862.739,2156.858
10331,190.421,2862.739,2176.466
10332,190.439,2882.346,2156.858
